ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
565	"LOC724460"	NA	chrNC_037648.1	+	14521801	14523101	14521801	14521977	14522064	14523101
566	"LOC724460"	NA	chrNC_037648.1	+	14525784	14527701	14525784	14526730	14527442	14527701
567	"LOC107964138"	NA	chrNC_037640.1	+	11739057	11740663	11739057	11739524	11740300	11740663
568	"LOC551688"	NA	chrNC_037639.1	-	15306140	15306571	15306140	15306391	15306447	15306571
569	"LOC551688"	NA	chrNC_037639.1	-	15306663	15310257	15306663	15306812	15306885	15310257
570	"LOC551688"	NA	chrNC_037639.1	-	15306663	15310257	15306663	15306812	15310032	15310257
571	"LOC551688"	NA	chrNC_037639.1	-	15306663	15310257	15306663	15309861	15310032	15310257
572	"LOC727119"	NA	chrNC_037639.1	-	2316064	2316436	2316064	2316132	2316275	2316436
573	"LOC100576610"	NA	chrNC_037646.1	-	11993299	11994208	11993299	11993840	11993933	11994208
574	"LOC552202"	NA	chrNC_037639.1	+	2386146	2386472	2386146	2386227	2386380	2386472
575	"LOC100576473"	NA	chrNC_037638.1	-	12542452	12542689	12542452	12542550	12542643	12542689
576	"LOC413955"	NA	chrNC_037639.1	+	6948983	6949241	6948983	6949074	6949153	6949241
577	"LOC413955"	NA	chrNC_037639.1	+	6949798	6950356	6949798	6949907	6949990	6950356
578	"LOC100577147"	NA	chrNC_037640.1	+	2286298	2287824	2286298	2286349	2286501	2287824
579	"LOC100578885"	NA	chrNC_037639.1	-	4613799	4616454	4613799	4614006	4614408	4616454
580	"LOC100578885"	NA	chrNC_037639.1	-	4613799	4616454	4613799	4614277	4614408	4616454
581	"LOC100578885"	NA	chrNC_037639.1	-	4613799	4616454	4613799	4614006	4615135	4616454
582	"LOC100578885"	NA	chrNC_037639.1	-	4613799	4616454	4613799	4614006	4615144	4616454
583	"LOC102655966"	NA	chrNC_037641.1	-	4697943	4700021	4697943	4698570	4698955	4700021
584	"LOC100578420"	NA	chrNC_037639.1	+	5377586	5379527	5377586	5379368	5379457	5379527
585	"LOC102656534"	NA	chrNC_037643.1	-	13332541	13332971	13332541	13332647	13332723	13332971
586	"LOC408924"	NA	chrNC_037644.1	+	11054080	11054532	11054080	11054386	11054451	11054532
587	"LOC100577822"	NA	chrNC_037638.1	+	4956305	4957823	4956305	4956550	4957349	4957823
588	"LOC100577822"	NA	chrNC_037638.1	+	4956305	4957823	4956305	4957244	4957349	4957823
589	"LOC100577822"	NA	chrNC_037638.1	+	4956305	4957823	4956305	4957529	4957649	4957823
590	"LOC100577822"	NA	chrNC_037638.1	+	4956305	4957823	4956305	4957536	4957649	4957823
591	"LOC102655032"	NA	chrNC_037638.1	-	6334507	6335176	6334507	6334754	6334941	6335176
592	"LOC100576850"	NA	chrNC_037641.1	+	10314	10489	10314	10384	10453	10489
593	"LOC102655434"	NA	chrNC_037639.1	+	9995029	9995362	9995029	9995140	9995206	9995362
594	"LOC410226"	NA	chrNC_037647.1	+	6379201	6380309	6379201	6380127	6380252	6380309
595	"LOC725891"	NA	chrNC_037639.1	+	6865061	6865538	6865061	6865226	6865342	6865538
596	"LOC408620"	NA	chrNC_037638.1	-	4394643	4395059	4394643	4394744	4394819	4395059
597	"LOC100576603"	NA	chrNC_037642.1	+	3043401	3044893	3043401	3043845	3044831	3044893
598	"LOC100578907"	NA	chrNC_037638.1	-	6594832	6596091	6594832	6595798	6595966	6596091
599	"LOC409565"	NA	chrNC_037645.1	+	2034601	2034855	2034601	2034747	2034807	2034855
600	"LOC100578349"	NA	chrNC_037640.1	-	1377359	1378098	1377359	1377817	1377887	1378098
601	"LOC100577715"	NA	chrNC_037639.1	+	10021314	10021647	10021314	10021425	10021491	10021647
602	"LOC100577715"	NA	chrNC_037639.1	+	10021314	10022150	10021314	10021647	10021725	10022150
603	"LOC102655337"	NA	chrNC_037644.1	-	10971105	10972268	10971105	10971160	10971251	10972268
604	"LOC102655337"	NA	chrNC_037644.1	-	10974141	10975952	10974141	10975439	10975546	10975952
605	"LOC102656828"	NA	chrNC_037638.1	+	4199462	4201344	4199462	4200022	4200089	4201344
606	"LOC724502"	NA	chrNC_037648.1	-	14563934	14564226	14563934	14564081	14564169	14564226
607	"LOC100576417"	NA	chrNC_037647.1	-	3422278	3422777	3422278	3422406	3422467	3422777
608	"LOC100576417"	NA	chrNC_037647.1	-	3423536	3424817	3423536	3424515	3424701	3424817
609	"NLG-5"	NA	chrNC_037646.1	+	7168674	7170679	7168674	7169909	7170445	7170679
610	"LOC413303"	NA	chrNC_037638.1	+	4803878	4804716	4803878	4804498	4804654	4804716
611	"LOC107966085"	NA	chrNC_037639.1	-	11774240	11774841	11774240	11774576	11774663	11774841
612	"LOC551324"	NA	chrNC_037648.1	+	10419751	10419967	10419751	10419778	10419856	10419967
613	"LOC102654365"	NA	chrNC_037638.1	+	9117911	9118147	9117911	9117968	9118058	9118147
614	"LOC552265"	NA	chrNC_037649.1	+	7874097	7874966	7874097	7874741	7874850	7874966
615	"LOC552265"	NA	chrNC_037649.1	+	7899070	7899992	7899070	7899633	7899729	7899992
616	"LOC552265"	NA	chrNC_037649.1	+	7899070	7899992	7899070	7899633	7899732	7899992
617	"LOC100578353"	NA	chrNC_037640.1	+	2815438	2817137	2815438	2816661	2816745	2817137
618	"LOC410748"	NA	chrNC_037638.1	-	6937155	6938198	6937155	6937759	6937876	6938198
619	"LOC410748"	NA	chrNC_037638.1	-	6937155	6938198	6937155	6937759	6937890	6938198
620	"LOC410748"	NA	chrNC_037638.1	-	6938466	6939391	6938466	6938548	6938826	6939391
621	"LOC726393"	NA	chrNC_037639.1	-	13703372	13704541	13703372	13703710	13703835	13704541
622	"LOC102656644"	NA	chrNC_037638.1	-	2013421	2013908	2013421	2013584	2013680	2013908
623	"LOC102656644"	NA	chrNC_037638.1	-	2015132	2016927	2015132	2015274	2015356	2016927
624	"LOC726280"	NA	chrNC_037639.1	-	14819580	14821900	14819580	14821386	14821479	14821900
625	"LOC551780"	NA	chrNC_037645.1	+	2814752	2815093	2814752	2814911	2814988	2815093
626	"LOC551780"	NA	chrNC_037645.1	+	2814752	2815131	2814752	2814905	2814988	2815131
627	"LOC412430"	NA	chrNC_037652.1	-	1870916	1871215	1870916	1870993	1871146	1871215
628	"LOC725770"	NA	chrNC_037643.1	+	7114215	7114410	7114215	7114229	7114301	7114410
629	"LOC413930"	NA	chrNC_037642.1	+	2993270	2993749	2993270	2993336	2993410	2993749
630	"LOC113218848"	NA	chrNC_037643.1	-	7665065	7665546	7665065	7665339	7665454	7665546
631	"LOC724240"	NA	chrNC_037638.1	-	26180171	26182036	26180171	26180554	26180628	26182036
632	"LOC100578777"	NA	chrNC_037643.1	+	8385909	8387592	8385909	8386052	8386117	8387592
633	"LOC100578461"	NA	chrNC_037643.1	+	8582829	8584035	8582829	8583196	8583770	8584035
634	"LOC410549"	NA	chrNC_037651.1	+	9429137	9429540	9429137	9429303	9429399	9429540
635	"LOC408298"	NA	chrNC_037647.1	+	8729942	8731247	8729942	8730921	8731000	8731247
636	"LOC102654087"	NA	chrNC_037643.1	+	8972387	8974207	8972387	8972661	8972749	8974207
637	"LOC100576703"	NA	chrNC_037643.1	-	9016423	9017658	9016423	9016600	9016722	9017658
638	"LOC100576703"	NA	chrNC_037643.1	-	9016423	9017658	9016423	9016955	9017170	9017658
639	"LOC100576703"	NA	chrNC_037643.1	-	9016423	9017658	9016423	9016955	9017235	9017658
640	"LOC102654579"	NA	chrNC_037646.1	+	5197262	5200650	5197262	5197884	5197945	5200650
641	"LOC102654579"	NA	chrNC_037646.1	+	5201575	5204319	5201575	5201722	5201830	5204319
642	"LOC409429"	NA	chrNC_037651.1	-	5039466	5039819	5039466	5039579	5039651	5039819
643	"LOC408845"	NA	chrNC_037642.1	+	10451196	10451531	10451196	10451222	10451276	10451531
644	"LOC410234"	NA	chrNC_037647.1	-	7041801	7042529	7041801	7042122	7042294	7042529
645	"LOC113218838"	NA	chrNC_037643.1	-	11938923	11939660	11938923	11939460	11939557	11939660
646	"LOC551188"	NA	chrNC_037643.1	+	12928166	12928660	12928166	12928328	12928442	12928660
647	"LOC411154"	NA	chrNC_037643.1	+	12963965	12964421	12963965	12964077	12964204	12964421
648	"LOC100578875"	NA	chrNC_037643.1	-	13028668	13029518	13028668	13028908	13029282	13029518
649	"LOC100578875"	NA	chrNC_037643.1	-	13028668	13029518	13028668	13028944	13029282	13029518
650	"LOC102656723"	NA	chrNC_037643.1	+	8480568	8481369	8480568	8481054	8481137	8481369
651	"LOC102656723"	NA	chrNC_037643.1	+	8481733	8483570	8481733	8482067	8482179	8483570
652	"LOC102656723"	NA	chrNC_037643.1	+	8481733	8483570	8481733	8482324	8482477	8483570
653	"LOC100577496"	NA	chrNC_037639.1	-	11814277	11815216	11814277	11814771	11814933	11815216
654	"LOC550824"	NA	chrNC_037643.1	+	13270294	13271177	13270294	13270408	13270631	13271177
655	"LOC408957"	NA	chrNC_037645.1	+	2746305	2751150	2746305	2746643	2747319	2751150
656	"LOC408957"	NA	chrNC_037645.1	+	2746305	2751150	2746305	2747246	2747319	2751150
657	"LOC551261"	NA	chrNC_037645.1	-	6403148	6404309	6403148	6403502	6404049	6404309
658	"LOC724349"	NA	chrNC_037642.1	+	8538801	8540586	8538801	8540201	8540362	8540586
659	"LOC725970"	NA	chrNC_037646.1	+	10994525	10994769	10994525	10994616	10994685	10994769
660	"LOC725970"	NA	chrNC_037646.1	+	10994525	10994769	10994525	10994616	10994688	10994769
661	"LOC100576661"	NA	chrNC_037643.1	+	14313749	14314613	14313749	14314252	14314355	14314613
662	"LOC100576661"	NA	chrNC_037643.1	+	14313749	14314613	14313749	14314303	14314355	14314613
663	"LOC100577781"	NA	chrNC_037644.1	-	2372088	2372647	2372088	2372250	2372339	2372647
664	"LOC100577781"	NA	chrNC_037644.1	-	2372770	2374027	2372770	2373011	2373081	2374027
665	"LOC551831"	NA	chrNC_037642.1	+	12046974	12047249	12046974	12047019	12047145	12047249
666	"LOC102656753"	NA	chrNC_037643.1	-	15277742	15280287	15277742	15277909	15278066	15280287
667	"For"	NA	chrNC_037650.1	-	10110270	10110417	10110270	10110289	10110290	10110417
668	"LOC102654831"	NA	chrNC_037646.1	-	12211173	12211551	12211173	12211276	12211399	12211551
669	"LOC107965926"	NA	chrNC_037643.1	-	15583250	15583789	15583250	15583554	15583621	15583789
670	"LOC552357"	NA	chrNC_037642.1	+	8388442	8388948	8388442	8388623	8388701	8388948
671	"LOC552357"	NA	chrNC_037642.1	+	8388442	8388948	8388442	8388623	8388737	8388948
672	"LOC107964673"	NA	chrNC_037643.1	+	16029966	16030974	16029966	16030159	16030408	16030974
673	"LOC107964673"	NA	chrNC_037643.1	+	16029966	16030974	16029966	16030159	16030561	16030974
674	"Eif4g"	NA	chrNC_037643.1	+	16317085	16317594	16317085	16317245	16317329	16317594
675	"LOC409539"	NA	chrNC_037649.1	-	1406563	1409105	1406563	1407802	1407877	1409105
676	"LOC409539"	NA	chrNC_037649.1	-	1406563	1409105	1406563	1407877	1408027	1409105
677	"LOC409539"	NA	chrNC_037649.1	-	1406563	1409105	1406563	1407952	1408027	1409105
678	"LOC551928"	NA	chrNC_037645.1	-	7770804	7771434	7770804	7770936	7771192	7771434
679	"LOC113218880"	NA	chrNC_037643.1	+	16672767	16673745	16672767	16673507	16673714	16673745
680	"LOC100578882"	NA	chrNC_037638.1	+	22358152	22360650	22358152	22358403	22359186	22360650
681	"LOC100578882"	NA	chrNC_037638.1	+	22358152	22360650	22358152	22358403	22359696	22360650
682	"LOC100578882"	NA	chrNC_037638.1	+	22358152	22360650	22358152	22358403	22360402	22360650
683	"LOC100578882"	NA	chrNC_037638.1	+	22359696	22360650	22359696	22359801	22360402	22360650
684	"LOC550732"	NA	chrNC_037650.1	+	9110585	9111347	9110585	9111017	9111117	9111347
685	"LOC100579061"	NA	chrNC_037643.1	-	16780229	16781263	16780229	16780807	16780990	16781263
686	"LOC409467"	NA	chrNC_037653.1	-	878111	879458	878111	879174	879262	879458
687	"LOC408354"	NA	chrNC_037648.1	+	12494290	12496655	12494290	12494860	12494938	12496655
688	"LOC408354"	NA	chrNC_037648.1	+	12494290	12496655	12494290	12494860	12494941	12496655
689	"LOC408354"	NA	chrNC_037648.1	+	12494290	12496655	12494290	12495595	12495667	12496655
690	"LOC552604"	NA	chrNC_037643.1	-	16939419	16940063	16939419	16939582	16939688	16940063
691	"LOC410323"	NA	chrNC_037648.1	-	12160581	12161832	12160581	12161587	12161659	12161832
692	"LOC726163"	NA	chrNC_037643.1	-	17078109	17078755	17078109	17078459	17078606	17078755
693	"LOC100577772"	NA	chrNC_037647.1	-	2144460	2146277	2144460	2146093	2146211	2146277
694	"LOC100577772"	NA	chrNC_037647.1	-	2144460	2148096	2144460	2146986	2147056	2148096
695	"LOC100577772"	NA	chrNC_037647.1	-	2146211	2148096	2146211	2146277	2148017	2148096
696	"LOC100577772"	NA	chrNC_037647.1	-	2155557	2163607	2155557	2157123	2157336	2163607
697	"LOC100577772"	NA	chrNC_037647.1	-	2163613	2164764	2163613	2164106	2164454	2164764
698	"LOC411361"	NA	chrNC_037649.1	+	8021261	8022306	8021261	8022184	8022254	8022306
699	"LOC102653847"	NA	chrNC_037644.1	-	1293049	1294362	1293049	1293623	1293690	1294362
700	"LOC102653847"	NA	chrNC_037644.1	-	1294936	1295620	1294936	1295305	1295366	1295620
701	"LOC100576423"	NA	chrNC_037647.1	-	11404385	11404750	11404385	11404470	11404559	11404750
702	"LOC100578035"	NA	chrNC_037653.1	-	4902246	4902423	4902246	4902288	4902370	4902423
703	"LOC413410"	NA	chrNC_037644.1	-	1489968	1491231	1489968	1491039	1491180	1491231
704	"LOC102656682"	NA	chrNC_037652.1	+	8010033	8010452	8010033	8010224	8010423	8010452
705	"LOC100577827"	NA	chrNC_037639.1	-	10728121	10738248	10728121	10736684	10738008	10738248
706	"LOC107964069"	NA	chrNC_037639.1	-	6107119	6108079	6107119	6107363	6107688	6108079
707	"LOC102656548"	NA	chrNC_037644.1	-	2970359	2970748	2970359	2970530	2970659	2970748
708	"LOC410140"	NA	chrNC_037644.1	+	3491879	3493372	3491879	3492730	3492924	3493372
709	"LOC410140"	NA	chrNC_037644.1	+	3491879	3493372	3491879	3492848	3492924	3493372
710	"LOC725406"	NA	chrNC_037644.1	-	5041782	5042578	5041782	5042068	5042337	5042578
711	"LOC725406"	NA	chrNC_037644.1	-	5041782	5042578	5041782	5042068	5042377	5042578
712	"LOC100579011"	NA	chrNC_037639.1	+	2504788	2505065	2504788	2504888	2504963	2505065
713	"LOC100576606"	NA	chrNC_037644.1	+	7832519	7834665	7832519	7832748	7832853	7834665
714	"LOC100576606"	NA	chrNC_037644.1	+	7832519	7834665	7832519	7832748	7832856	7834665
715	"LOC550818"	NA	chrNC_037644.1	+	7962238	7963988	7962238	7962520	7962649	7963988
716	"LOC724214"	NA	chrNC_037640.1	-	9843323	9843758	9843323	9843425	9843521	9843758
717	"LOC724214"	NA	chrNC_037640.1	-	9843323	9843758	9843323	9843428	9843521	9843758
718	"LOC100578388"	NA	chrNC_037648.1	-	16002589	16005787	16002589	16005493	16005577	16005787
719	"LOC412056"	NA	chrNC_037653.1	+	7192242	7192832	7192242	7192560	7192648	7192832
720	"LOC100576504"	NA	chrNC_037646.1	+	11211753	11215137	11211753	11213728	11213797	11215137
721	"LOC413123"	NA	chrNC_037649.1	-	5206056	5206259	5206056	5206089	5206149	5206259
722	"LOC551432"	NA	chrNC_037645.1	-	1272931	1274537	1272931	1274249	1274314	1274537
723	"LOC413925"	NA	chrNC_037647.1	+	10685085	10688886	10685085	10687122	10687194	10688886
724	"LOC551879"	NA	chrNC_037644.1	+	10547811	10548271	10547811	10547971	10548076	10548271
725	"LOC411980"	NA	chrNC_037643.1	-	1656208	1656650	1656208	1656374	1656443	1656650
726	"LOC724749"	NA	chrNC_037644.1	+	10986619	10987375	10986619	10986901	10987159	10987375
727	"LOC413388"	NA	chrNC_037640.1	+	2370021	2370251	2370021	2370072	2370147	2370251
728	"LOC413153"	NA	chrNC_037644.1	+	2079243	2080106	2079243	2079377	2079484	2080106
729	"LOC100578540"	NA	chrNC_037648.1	-	13527379	13527903	13527379	13527720	13527794	13527903
730	"LOC102655868"	NA	chrNC_037644.1	-	12195500	12196358	12195500	12195886	12195962	12196358
731	"LOC102655868"	NA	chrNC_037644.1	-	12196438	12197073	12196438	12196697	12196786	12197073
732	"LOC102655868"	NA	chrNC_037644.1	-	12196438	12197073	12196438	12196697	12196850	12197073
733	"LOC102655868"	NA	chrNC_037644.1	-	12196438	12197073	12196438	12196697	12197009	12197073
734	"LOC409274"	NA	chrNC_037644.1	-	12287389	12287942	12287389	12287758	12287835	12287942
735	"LOC726771"	NA	chrNC_037648.1	+	15499604	15499986	15499604	15499816	15499913	15499986
736	"LOC409045"	NA	chrNC_037644.1	-	12756036	12756717	12756036	12756413	12756519	12756717
737	"LOC100577159"	NA	chrNC_037644.1	-	12995070	12996976	12995070	12995320	12995462	12996976
738	"LOC100577018"	NA	chrNC_037644.1	-	13333493	13334263	13333493	13333650	13333744	13334263
739	"LOC408677"	NA	chrNC_037639.1	-	14687040	14696418	14687040	14696139	14696325	14696418
740	"LOC408677"	NA	chrNC_037639.1	-	14687040	14697533	14687040	14696418	14696697	14697533
741	"LOC408677"	NA	chrNC_037639.1	-	14687040	14697533	14687040	14696426	14697170	14697533
742	"LOC408677"	NA	chrNC_037639.1	-	14687040	14697533	14687040	14696519	14697170	14697533
743	"LOC411696"	NA	chrNC_037644.1	-	13471505	13471994	13471505	13471738	13471801	13471994
744	"LOC551804"	NA	chrNC_037644.1	+	13553057	13554409	13553057	13553255	13553409	13554409
745	"Dnmt1a"	NA	chrNC_037647.1	+	12034474	12034838	12034474	12034633	12034794	12034838
746	"LOC724706"	NA	chrNC_037644.1	+	13740187	13741314	13740187	13740681	13741215	13741314
747	"LOC408903"	NA	chrNC_037644.1	-	13767347	13768358	13767347	13767535	13767932	13768358
748	"LOC100578269"	NA	chrNC_037644.1	-	13794068	13794625	13794068	13794278	13794438	13794625
749	"LOC725482"	NA	chrNC_037644.1	+	13940440	13940963	13940440	13940779	13940845	13940963
750	"LOC413616"	NA	chrNC_037645.1	-	288272	289186	288272	288348	288845	289186
751	"LOC552003"	NA	chrNC_037645.1	-	7758764	7759223	7758764	7758905	7758982	7759223
752	"LOC552003"	NA	chrNC_037645.1	-	7758764	7759223	7758764	7758905	7758987	7759223
753	"LOC411238"	NA	chrNC_037645.1	-	847597	848250	847597	847909	848007	848250
754	"LOC100576381"	NA	chrNC_037645.1	-	1328943	1329977	1328943	1329608	1329755	1329977
755	"LOC113218918"	NA	chrNC_037645.1	-	1447727	1449032	1447727	1448087	1448165	1449032
756	"LOC552710"	NA	chrNC_037645.1	+	1575127	1575540	1575127	1575254	1575311	1575540
757	"LOC411693"	NA	chrNC_037645.1	+	1625750	1626115	1625750	1625870	1625938	1626115
758	"LOC107964632"	NA	chrNC_037643.1	+	15064840	15065299	15064840	15065014	15065088	15065299
759	"LOC726339"	NA	chrNC_037645.1	+	6990560	6995924	6990560	6994352	6994502	6995924
760	"LOC100578558"	NA	chrNC_037653.1	-	3918490	3919733	3918490	3918779	3918854	3919733
761	"LOC100578558"	NA	chrNC_037653.1	-	3918490	3919733	3918490	3919091	3919210	3919733
762	"LOC726504"	NA	chrNC_037645.1	+	1903998	1904768	1903998	1904562	1904619	1904768
763	"LOC410107"	NA	chrNC_037645.1	-	1923983	1924710	1923983	1924425	1924587	1924710
764	"LOC724205"	NA	chrNC_037650.1	-	4510290	4511062	4510290	4510676	4510756	4511062
765	"LOC102654776"	NA	chrNC_037643.1	-	8840277	8842599	8840277	8842240	8842323	8842599
766	"LOC727649"	NA	chrNC_037645.1	-	2279166	2279896	2279166	2279571	2279688	2279896
767	"LOC413029"	NA	chrNC_037645.1	+	2486896	2487457	2486896	2487269	2487343	2487457
768	"LOC100576968"	NA	chrNC_037645.1	-	2252970	2253389	2252970	2253077	2253179	2253389
769	"LOC725331"	NA	chrNC_037645.1	+	2836802	2837865	2836802	2837650	2837766	2837865
770	"LOC107964820"	NA	chrNC_037645.1	+	3237268	3238183	3237268	3237526	3237616	3238183
771	"LOC100578593"	NA	chrNC_037643.1	-	5273671	5274217	5273671	5274109	5274174	5274217
772	"LOC100576478"	NA	chrNC_037645.1	+	3603215	3607836	3603215	3603393	3603532	3607836
773	"LOC100576478"	NA	chrNC_037645.1	+	3603215	3607623	3603215	3607468	3607553	3607623
774	"LOC100576478"	NA	chrNC_037645.1	+	3607553	3608801	3607553	3607623	3607752	3608801
775	"LOC102655053"	NA	chrNC_037645.1	-	3646402	3646721	3646402	3646508	3646593	3646721
776	"LOC552177"	NA	chrNC_037645.1	-	3741158	3741441	3741158	3741234	3741312	3741441
777	"LOC409646"	NA	chrNC_037638.1	-	11856138	11856479	11856138	11856241	11856334	11856479
778	"LOC409646"	NA	chrNC_037638.1	-	11856138	11856479	11856138	11856262	11856334	11856479
779	"LOC411248"	NA	chrNC_037645.1	+	5059544	5061059	5059544	5059767	5060724	5061059
780	"LOC411248"	NA	chrNC_037645.1	+	5059544	5061059	5059544	5060048	5060724	5061059
781	"LOC413030"	NA	chrNC_037646.1	+	6550529	6551324	6550529	6551135	6551202	6551324
782	"LOC408839"	NA	chrNC_037642.1	-	9811562	9812925	9811562	9812360	9812432	9812925
783	"LOC408963"	NA	chrNC_037645.1	-	5890230	5891095	5890230	5890536	5890769	5891095
784	"LOC551506"	NA	chrNC_037653.1	+	4180293	4183279	4180293	4181074	4182116	4183279
785	"LOC100576876"	NA	chrNC_037646.1	-	6431598	6435924	6431598	6431877	6431944	6435924
786	"LOC100576876"	NA	chrNC_037646.1	-	6431598	6435924	6431598	6431877	6432160	6435924
787	"LOC725837"	NA	chrNC_037645.1	-	6612303	6612522	6612303	6612385	6612463	6612522
788	"LOC409435"	NA	chrNC_037645.1	-	6447518	6448089	6447518	6447675	6447801	6448089
789	"LOC409454"	NA	chrNC_037645.1	+	6637658	6638606	6637658	6637806	6638057	6638606
790	"LOC102656608"	NA	chrNC_037643.1	+	7810948	7814287	7810948	7812871	7814154	7814287
791	"LOC102655699"	NA	chrNC_037645.1	-	7629379	7630579	7629379	7630204	7630330	7630579
792	"LOC102655699"	NA	chrNC_037645.1	-	7629379	7632658	7629379	7630579	7630674	7632658
793	"LOC102655699"	NA	chrNC_037645.1	-	7633291	7633741	7633291	7633302	7633359	7633741
794	"LOC102655699"	NA	chrNC_037645.1	-	7633291	7633741	7633291	7633302	7633394	7633741
795	"LOC412080"	NA	chrNC_037645.1	-	7784535	7785287	7784535	7784741	7784850	7785287
796	"LOC412080"	NA	chrNC_037645.1	-	7784535	7785287	7784535	7784744	7784850	7785287
797	"LOC113218827"	NA	chrNC_037643.1	-	13374363	13375893	13374363	13374683	13374826	13375893
798	"LOC113218827"	NA	chrNC_037643.1	-	13374363	13375893	13374363	13375019	13375087	13375893
799	"LOC102654761"	NA	chrNC_037645.1	+	7835704	7836469	7835704	7835808	7835880	7836469
800	"LOC726546"	NA	chrNC_037647.1	+	10952573	10953014	10952573	10952727	10952890	10953014
801	"LOC113218603"	NA	chrNC_037639.1	-	10022914	10023314	10022914	10023120	10023192	10023314
802	"LOC408970"	NA	chrNC_037645.1	-	8305601	8305918	8305601	8305790	8305880	8305918
803	"LOC102654625"	NA	chrNC_037645.1	-	8491377	8491735	8491377	8491521	8491598	8491735
804	"LOC102654625"	NA	chrNC_037645.1	-	8491377	8491735	8491377	8491547	8491598	8491735
805	"LOC724508"	NA	chrNC_037639.1	+	12463685	12465074	12463685	12463751	12463832	12465074
806	"LOC100578253"	NA	chrNC_037645.1	+	8981704	8984028	8981704	8981830	8981962	8984028
807	"LOC408292"	NA	chrNC_037647.1	-	9372087	9372610	9372087	9372278	9372386	9372610
808	"LOC100578016"	NA	chrNC_037638.1	+	11241784	11242147	11241784	11241918	11241979	11242147
809	"LOC408973"	NA	chrNC_037645.1	-	9763947	9764582	9763947	9764223	9764406	9764582
810	"LOC113219073"	NA	chrNC_037648.1	+	1171927	1174114	1171927	1172123	1172185	1174114
811	"LOC724979"	NA	chrNC_037645.1	-	11630360	11631288	11630360	11630533	11630791	11631288
812	"LOC551263"	NA	chrNC_037645.1	+	11667285	11668404	11667285	11667699	11667777	11668404
813	"LOC411597"	NA	chrNC_037645.1	+	7317962	7318820	7317962	7318166	7318356	7318820
814	"LOC727634"	NA	chrNC_037645.1	-	11728859	11729107	11728859	11729017	11729095	11729107
815	"LOC412398"	NA	chrNC_037645.1	-	11758942	11759201	11758942	11759084	11759147	11759201
816	"LOC409238"	NA	chrNC_037638.1	+	14246008	14246810	14246008	14246156	14246276	14246810
817	"LOC409238"	NA	chrNC_037638.1	+	14246008	14246810	14246008	14246198	14246276	14246810
818	"LOC409238"	NA	chrNC_037638.1	+	14246008	14246810	14246008	14246207	14246276	14246810
819	"LOC409238"	NA	chrNC_037638.1	+	14247807	14248452	14247807	14248019	14248092	14248452
820	"LOC409238"	NA	chrNC_037638.1	+	14247807	14248452	14247807	14248019	14248107	14248452
821	"LOC411764"	NA	chrNC_037639.1	-	15048597	15049118	15048597	15048647	15048719	15049118
822	"LOC411764"	NA	chrNC_037639.1	-	15048597	15049118	15048597	15048647	15048833	15049118
823	"LOC412092"	NA	chrNC_037645.1	+	12174661	12175342	12174661	12174768	12174827	12175342
824	"LOC410893"	NA	chrNC_037639.1	+	5731859	5733243	5731859	5733058	5733150	5733243
825	"LOC726262"	NA	chrNC_037647.1	-	4805950	4806451	4805950	4806253	4806331	4806451
826	"LOC726262"	NA	chrNC_037647.1	-	4811467	4811700	4811467	4811695	4811697	4811700
827	"LOC102655357"	NA	chrNC_037646.1	-	38091	38500	38091	38314	38395	38500
828	"LOC727153"	NA	chrNC_037646.1	-	1529073	1529653	1529073	1529189	1529579	1529653
829	"LOC726750"	NA	chrNC_037646.1	-	8493875	8496854	8493875	8494109	8494175	8496854
830	"LOC726750"	NA	chrNC_037646.1	-	8493875	8496854	8493875	8494775	8495465	8496854
831	"LOC411653"	NA	chrNC_037646.1	-	1663764	1665185	1663764	1664941	1665067	1665185
832	"LOC411653"	NA	chrNC_037646.1	-	1669976	1673034	1669976	1671841	1672018	1673034
833	"LOC411653"	NA	chrNC_037646.1	-	1669976	1673034	1669976	1671841	1672260	1673034
834	"LOC411653"	NA	chrNC_037646.1	-	1669976	1673034	1669976	1672131	1672260	1673034
835	"LOC411653"	NA	chrNC_037646.1	-	1669976	1673034	1669976	1671841	1672617	1673034
836	"LOC411653"	NA	chrNC_037646.1	-	1669976	1673034	1669976	1672296	1672617	1673034
837	"LOC413382"	NA	chrNC_037646.1	+	2538545	2540863	2538545	2538589	2538655	2540863
838	"LOC552243"	NA	chrNC_037638.1	-	14916420	14916700	14916420	14916474	14916540	14916700
839	"LOC113218749"	NA	chrNC_037641.1	+	4158689	4161101	4158689	4160934	4161021	4161101
840	"LOC113218978"	NA	chrNC_037646.1	+	5208086	5209654	5208086	5209084	5209247	5209654
841	"LOC102654439"	NA	chrNC_037646.1	+	5219775	5222103	5219775	5221783	5221871	5222103
842	"LOC552414"	NA	chrNC_037646.1	+	6026305	6026563	6026305	6026338	6026458	6026563
843	"LOC551623"	NA	chrNC_037638.1	+	26627710	26629680	26627710	26628546	26628699	26629680
844	"LOC100578662"	NA	chrNC_037653.1	-	1466842	1467784	1466842	1466993	1467056	1467784
845	"LOC411879"	NA	chrNC_037646.1	+	6559798	6565038	6559798	6562330	6562393	6565038
846	"LOC409249"	NA	chrNC_037646.1	-	6593350	6594075	6593350	6593436	6593513	6594075
