ID	GeneID	geneSymbol	PValue	FDR	IncLevelDifference	PSI_1	PSI_2	Chr	Strand	exon_long	exon_short	exon_flanking
1444	LOC410933	NA	0.0565046577206	0.144574817195565	-0.019	1,0.991,1,0.884,1	1,1,0.983	chrNC_037640.1	-	9358577-9358735	9358577-9358675	9358813-9358920
1445	LOC410933	NA	1	1	0.007	1,1,1,1,1	1,1,0.978	chrNC_037640.1	-	9358577-9358735	9358577-9358675	9359018-9359102
1446	LOC410933	NA	0.0297512967167	0.0828342367982367	0.118	1,0.872,0.97,0.74,0.703	0.774,0.592,0.85	chrNC_037640.1	-	9359516-9359610	9359516-9359605	9359814-9359875
1447	LOC724785	NA	4.64854657645e-06	2.6563123294e-05	0.1	0.738,0.836,0.83,0.751,0.669	0.649,0.656,0.689	chrNC_037645.1	+	7624929-7625782	7624932-7625782	7624586-7624678
1448	LOC724785	NA	0.00145946290793	0.00549014260036364	-0.026	0.121,0.128,0.069,0.075,0.133	0.159,0.128,0.108	chrNC_037645.1	+	7625864-7627361	7625881-7627361	7624929-7625782
1449	LOC724567	NA	0.011443254461	0.0356210255595331	0.061	0.889,0.79,0.858,0.84,0.833	0.79,0.793,0.761	chrNC_037644.1	-	9560545-9560778	9560545-9560775	9560850-9561042
1455	LOC552473	NA	0.309532113848	0.592405959517703	0.039	1,0.924,0.793,0.886,0.765	0.837,0.838,0.828	chrNC_037638.1	+	11695101-11695288	11695155-11695288	11694691-11695014
1456	LOC411018	NA	1	1	0.212	NA,1,0.705,1,0.433	0.56,0.54,0.618	chrNC_037641.1	-	10802742-10803060	10802742-10803014	10803283-10803561
1457	LOC411018	NA	1	1	0.082	NA,1,1,0.604,0.543	0.679,0.709,0.726	chrNC_037641.1	-	10802742-10803060	10802742-10803014	10803286-10803561
1458	LOC411018	NA	1	1	-0.189	NA,NA,1,1,0.433	1,1,1	chrNC_037641.1	-	10802742-10803060	10802742-10803014	10804291-10804539
1459	LOC412712	NA	0	0	0.094	0.935,0.976,0.916,0.956,0.961	0.888,0.849,0.826	chrNC_037638.1	+	25081195-25081503	25081200-25081503	25080773-25081047
1460	LOC413753	NA	0.676293801194	1	0.125	0,0.468,1,0,0.458	0.235,0.098,0.447	chrNC_037649.1	+	10082877-10083412	10082940-10083412	10081530-10081866
1462	LOC413753	NA	1	1	0.1	NA,0.513,0.738,NA,1	0.552,NA,0.749	chrNC_037649.1	+	10082877-10083412	10082940-10083412	10081530-10081870
1463	LOC413753	NA	0.0239808380161	0.0680307461449645	0.031	1,1,1,1,1	0.994,0.947,0.965	chrNC_037649.1	+	10082877-10083412	10083244-10083412	10081530-10081870
1465	LOC413753	NA	0.0237117887034	0.0673470921753373	0.031	1,1,1,1,1	0.994,0.947,0.965	chrNC_037649.1	+	10082930-10083412	10083244-10083412	10081530-10081870
1466	LOC413753	NA	0.0248644302467	0.0702054501083294	0.031	1,1,1,1,1	0.994,0.947,0.965	chrNC_037649.1	+	10082940-10083412	10083244-10083412	10081530-10081870
1468	LOC413753	NA	1	1	0.495	NA,0.297,1,NA,1	0.246,0,0.566	chrNC_037649.1	+	10082877-10083412	10082940-10083412	10081530-10082090
1469	LOC413753	NA	0.657272161065	1	0.018	1,1,1,1,1	0.981,0.964,1	chrNC_037649.1	+	10082877-10083412	10083244-10083412	10081530-10082090
1471	LOC413753	NA	0.659563011159	1	0.018	1,1,1,1,1	0.981,0.964,1	chrNC_037649.1	+	10082930-10083412	10083244-10083412	10081530-10082090
1472	LOC413753	NA	0.697331347484	1	0.017	1,1,1,1,1	0.983,0.967,1	chrNC_037649.1	+	10082940-10083412	10083244-10083412	10081530-10082090
1473	LOC413753	NA	0.00461162781644	0.0156326366658983	0.073	1,1,0.898,0.772,0.98	0.901,0.858,0.812	chrNC_037649.1	+	10082930-10083412	10083244-10083412	10081531-10081866
1474	LOC413753	NA	0.607978633669	1	0.045	1,0.873,0.732,0.757,0.814	0.822,0.779,0.771	chrNC_037649.1	+	10090074-10090448	10090077-10090448	10089081-10089942
1475	LOC413753	NA	0.333542439352	0.627352550505329	0.023	0.269,0.359,0.465,0.536,0.416	0.387,0.338,0.432	chrNC_037649.1	+	10092236-10093239	10092239-10093239	10090532-10092160
1476	LOC552002	NA	0.366546064851	0.679200539011111	-0.015	0.704,0.439,0.392,0.455,0.463	0.509,0.534,0.475	chrNC_037648.1	-	4350069-4350174	4350069-4350156	4350366-4350527
1477	LOC411760	NA	0.614897415859	1	-0.001	0.481,0.731,0.706,0.698,0.911	0.496,0.901,0.723	chrNC_037641.1	-	10282721-10283025	10282721-10283013	10283606-10283886
1478	LOC725485	NA	0.00152633668184	0.00571483313013417	0.044	0.11,0.171,0.163,0.157,0.178	0.081,0.174,0.081	chrNC_037645.1	-	12668510-12668710	12668510-12668704	12669264-12669335
1479	LOC725485	NA	1	1	-0.204	1,1,0.567,0.847,0.567	1,NA,NA	chrNC_037645.1	-	12670926-12671035	12670926-12671032	12671118-12671776
1480	LOC725485	NA	0.681915119394	1	-0.014	0.282,0.689,0.568,0.653,0.653	0.626,0.668,0.455	chrNC_037645.1	-	12670926-12671035	12670926-12671032	12674587-12674637
1482	LOC102654089	NA	1	1	0.005	1,1,1,1,1	1,1,0.985	chrNC_037647.1	+	9911665-9911883	9911697-9911883	9910946-9910960
1483	LOC102654089	NA	0.0968347926089	0.23055903002119	0.049	1,1,0.59,0.863,0.949	0.827,0.876,0.79	chrNC_037647.1	+	9911665-9911883	9911697-9911883	9911177-9911562
1484	LOC102654089	NA	3.47667717948e-08	2.64051431352911e-07	0.38	1,1,1,0.831,1	0.617,0.296,0.846	chrNC_037647.1	+	9913020-9913257	9913023-9913257	9912676-9912934
1485	LOC102654089	NA	0.00629072715399	0.0208532391844972	0.052	0.105,0.04,0.234,0.065,0.076	0.037,0.082,0.038	chrNC_037647.1	+	9913020-9913257	9913101-9913257	9912676-9912934
1486	LOC102654089	NA	0.905486166063	1	0.016	0.074,0,0.188,0.039,0.033	0.03,0.094,0.028	chrNC_037647.1	+	9913023-9913257	9913101-9913257	9912676-9912934
1487	LOC102654089	NA	1.83697390632e-10	1.86022674057722e-09	-0.092	0.174,0.023,0.047,0.024,0.042	0.15,0.153,0.16	chrNC_037647.1	+	9913338-9913548	9913352-9913548	9913101-9913257
1488	LOC102654089	NA	1	1	-0.241	0,0.224,NA,0,0	0.199,0.278,0.415	chrNC_037647.1	+	9915627-9918471	9915650-9918471	9915247-9915550
1489	LOC102654089	NA	0.205232904147	0.421711446877397	-0.145	1,0.559,1,0.884,0.747	1,0.948,1	chrNC_037647.1	+	9915876-9918471	9915962-9918471	9915247-9915782
1490	LOC102654089	NA	0.296550776914	0.571664148267952	-0.041	0.201,0.484,0.531,0.284,0.39	0.461,0.358,0.439	chrNC_037647.1	+	9919338-9919608	9919397-9919608	9918934-9919269
1491	LOC724303	NA	1	1	0.521	1,1,NA,NA,NA	0.422,0.594,0.422	chrNC_037641.1	+	7982973-7983162	7983067-7983162	7977780-7977917
1492	LOC409348	NA	0	0	-0.131	0.868,0.806,0.896,0.9,0.845	0.994,0.996,0.993	chrNC_037648.1	-	2416542-2416759	2416542-2416741	2416992-2417127
1493	LOC409348	NA	0.000190566149545	0.000871159540777143	-0.04	1,0.872,0.975,0.871,0.933	0.964,0.993,0.953	chrNC_037648.1	-	2416542-2416759	2416542-2416741	2417409-2417686
1494	LOC409348	NA	0.448285530145	0.799320410362556	0	0.852,0.937,0.965,0.947,0.904	0.901,0.897,0.966	chrNC_037648.1	-	2418356-2418501	2418356-2418495	2418581-2418737
1495	LOC409348	NA	0.000331377877978	0.00143040810637986	-0.041	0.193,0.098,0.122,0.083,0.085	0.134,0.211,0.126	chrNC_037648.1	-	2420050-2420264	2420050-2420237	2421154-2421292
1496	LOC408631	NA	0.120725188197	0.276206340965491	-0.003	1,0.944,0.847,0.879,0.93	0.937,0.888,0.945	chrNC_037638.1	+	25452941-25453094	25452953-25453094	25452727-25452860
1497	LOC408631	NA	0	0	-0.076	0.926,0.929,0.922,0.892,0.933	1,0.99,1	chrNC_037638.1	+	25454860-25455140	25455013-25455140	25454542-25454716
1498	LOC408631	NA	0.106335134472	0.248737156659649	0	1,1,0.962,0.899,0.95	1,0.887,1	chrNC_037638.1	+	25457326-25457421	25457338-25457421	25455903-25456077
1499	LOC408631	NA	0.00034592130207	0.00149050471268941	-0.039	1,0.929,0.983,0.844,0.984	1,0.96,1	chrNC_037638.1	+	25459249-25459482	25459291-25459482	25455903-25456077
1500	LOC408631	NA	0.503670600051	0.882342657023649	0.001	0.977,0.948,0.893,0.898,0.945	0.945,0.918,0.932	chrNC_037638.1	+	25457326-25457421	25457338-25457421	25456643-25456762
1501	LOC408631	NA	0.130151368443	0.29385069074619	0.07	0.682,0.527,0.601,0.599,0.596	0.554,0.506,0.534	chrNC_037638.1	+	25459249-25459482	25459291-25459482	25457326-25457421
1502	LOC408631	NA	0.000122628432006	0.000571472304493981	-0.087	0.213,0.215,0.268,0.204,0.282	0.327,0.275,0.367	chrNC_037638.1	+	25459249-25459482	25459291-25459482	25457853-25457951
1503	LOC102655619	NA	0.205804228459	0.422523651241745	-0.128	0.123,0.556,0.39,0.305,0.136	0,0.736,0.554	chrNC_037653.1	-	4714255-4715287	4714255-4715276	4715979-4717055
1504	LOC102655619	NA	1	1	-0.013	1,1,0.955,0.98,1	1,1,1	chrNC_037653.1	-	4714255-4716063	4714255-4715276	4716114-4717055
1505	Syt1	NA	0.894609115111	1	0.024	1,0.875,0.889,0.935,1	1,0.906,0.841	chrNC_037638.1	-	5117260-5117358	5117260-5117352	5117439-5117584
1509	LOC107965445	NA	1	1	0.096	NA,NA,1,NA,1	1,0.818,0.895	chrNC_037638.1	-	25994610-25996945	25994610-25996761	25997026-25998221
1510	LOC726524	NA	0.518083783161	0.901087471401447	0.036	0.825,0.748,0.771,0.649,0.776	0.764,0.645,0.745	chrNC_037649.1	+	8683769-8685018	8683778-8685018	8683274-8683559
1511	LOC725098	NA	0.00280304437179	0.00989309778278824	0.055	0.745,0.851,0.727,0.827,0.779	0.703,0.741,0.747	chrNC_037642.1	-	395814-396223	395814-395954	396292-396484
1512	LOC100578899	NA	0.934747743345	1	-0.074	1,1,0.309,0.678,0	0.626,0.879,0.508	chrNC_037639.1	+	15656559-15656926	15656622-15656926	15655804-15655950
1513	LOC100578899	NA	1	1	0.005	1,1,1,1,1	0.989,1,0.997	chrNC_037639.1	+	15658186-15658313	15658225-15658313	15655804-15655950
1514	LOC100578899	NA	1	1	-0.004	1,0.99,0.998,1,0.994	1,1,1	chrNC_037639.1	+	15658186-15658313	15658225-15658313	15656150-15656193
1515	LOC100578899	NA	1	1	-0.003	1,1,1,0.979,1	0.995,1,1	chrNC_037639.1	+	15658186-15658313	15658225-15658313	15656622-15656926
1516	LOC100578899	NA	4.4408920985e-16	7.30009660027397e-15	0.061	1,1,1,1,0.986	0.945,0.894,0.969	chrNC_037639.1	+	15658186-15658313	15658225-15658313	15657182-15657688
1517	LOC100576862	NA	0.131591306736	0.296727267064789	-0.129	1,0.733,0.675,0.675,1	0.836,1,1	chrNC_037639.1	+	2071288-2071492	2071318-2071492	2041304-2041567
1518	LOC100577972	NA	6.60915766559e-13	8.91122381877303e-12	0.219	0.606,0.669,0.608,0.623,0.543	0.408,0.398,0.366	chrNC_037644.1	+	1459215-1459285	1459221-1459285	1457728-1457794
1519	LOC408680	NA	0.942687825075	1	0.018	0.532,0.362,0.414,0.465,0.503	0.312,1,0	chrNC_037639.1	-	12754009-12754179	12754009-12754164	12754238-12754340
1520	LOC724991	NA	1	1	-0.05	1,0.955,0.936,0.923,0.934	1,NA,1	chrNC_037638.1	-	17595835-17596209	17595835-17596197	17596847-17596900
1521	LOC724991	NA	0.00234154646826	0.00841274180213174	-0.09	0.399,0.284,0.221,0.261,0.222	0.284,0.414,0.405	chrNC_037638.1	-	17605732-17605867	17605732-17605864	17605959-17606173
1522	LOC552236	NA	0.548882282146	0.943637161282522	0.03	0.336,0.241,0.354,0.253,0.249	0.282,0.274,0.215	chrNC_037642.1	-	10947760-10947928	10947760-10947911	10948017-10948207
1523	LOC552236	NA	2.81272360958e-09	2.48701588734706e-08	0.138	0.386,0.114,0.128,0.153,0.132	0.045,0.044,0.044	chrNC_037642.1	-	10947760-10947928	10947760-10947911	10948027-10948207
1524	LOC725290	NA	0.592136017212	0.997281713199158	-0.116	0.284,1,1,1,1	0.918,1,1	chrNC_037650.1	+	3742965-3743193	3743004-3743193	3734878-3735086
1525	LOC725290	NA	0	0	-0.236	0.036,0.047,0.062,0.073,0.053	0.311,0.322,0.239	chrNC_037650.1	+	3742965-3743193	3743004-3743193	3739780-3742715
1526	LOC725290	NA	0.469181123535	0.830609418663717	0.032	0.664,0.526,0.635,0.588,0.509	0.491,0.557,0.609	chrNC_037650.1	+	3748910-3749146	3748934-3749146	3748495-3748639
1527	LOC409999	NA	0.141835127291	0.315189171757778	0.004	0.925,0.945,0.97,0.985,0.977	1,0.968,0.901	chrNC_037638.1	-	2072153-2072267	2072153-2072252	2073675-2073882
1529	LOC413555	NA	1	1	-0.055	1,0.844,1,0.879,1	1,NA,1	chrNC_037646.1	+	3234622-3234744	3234625-3234744	3226261-3226416
1530	LOC725299	NA	0.0748501348032	0.183681312400491	-0.036	0.116,0.124,0.148,0.055,0.15	0.207,0.12,0.137	chrNC_037642.1	+	10714996-10715178	10715007-10715178	10714656-10714740
1531	LOC413473	NA	0.82798353314	1	-0.046	0.484,0.767,0.86,0.839,0.737	0.797,0.786,0.766	chrNC_037643.1	-	16660812-16661097	16660812-16661058	16661453-16661724
1532	LOC413473	NA	0.952561322251	1	0.001	0.274,0.383,0.634,0.531,0.48	0.404,0.57,0.405	chrNC_037643.1	-	16660812-16661124	16660812-16661058	16661453-16661724
1533	LOC413473	NA	0.00282274572638	0.00993341604591202	-0.029	0.096,0.013,0,0.055,0	0.052,0.086,0.047	chrNC_037643.1	-	16660812-16661124	16660812-16661097	16661453-16661724
1534	LOC409922	NA	1	1	0.007	1,1,0.944,1,0.926	0.988,0.936,0.978	chrNC_037638.1	+	27587356-27587631	27587410-27587631	27586114-27586319
1535	LOC409922	NA	0.568639262777	0.967896617492766	0.017	1,1,1,1,1	0.988,1,0.961	chrNC_037638.1	+	27587356-27587631	27587410-27587631	27586603-27586768
1536	LOC100577343	NA	0.000365127118748	0.00156204114972406	0.061	0.937,0.913,0.924,0.957,0.966	0.902,0.8,0.933	chrNC_037647.1	+	8099382-8100141	8099387-8100141	8096673-8097036
1539	LOC411019	NA	1	1	-0.781	0,0.331,0.215,0.497,0.054	1,NA,1	chrNC_037641.1	-	10778050-10778480	10778050-10778428	10779943-10780366
1540	LOC411019	NA	7.81878006784e-10	7.24520160726486e-09	-0.823	0,0.231,0.2,0.413,0.041	1,1,1	chrNC_037641.1	-	10778050-10778544	10778050-10778428	10779943-10780366
1542	LOC100577118	NA	1	1	-0.5	NA,NA,1,0,NA	1,1,1	chrNC_037638.1	-	27691935-27692089	27691935-27692074	27693579-27693695
1543	ecd	NA	2.17947881964e-12	2.75302587744e-11	0.193	1,0.903,1,1,0.984	0.916,0.722,0.714	chrNC_037638.1	-	27712319-27712597	27712319-27712588	27716541-27716757
1544	LOC408285	NA	0.122111051414	0.278560161898575	-0.048	0.456,0.069,0.394,0.218,0.242	0.396,0.21,0.365	chrNC_037647.1	+	10123730-10123943	10123759-10123943	10122780-10123232
1545	Calpb	NA	0.174230652565	0.373351398353571	0.086	0.489,0.244,0.068,0.146,0.234	0.087,0.161,0.202	chrNC_037639.1	+	4729100-4729251	4729117-4729251	4728131-4728260
1546	LOC724460	NA	8.881784197e-16	1.45008721583673e-14	0.091	1,0.973,0.989,0.991,0.983	0.829,0.949,0.91	chrNC_037648.1	+	14525785-14527701	14527443-14527701	14522065-14523101
1547	LOC411807	NA	9.42198985499e-10	8.63083040151756e-09	0.2	0.802,0.912,0.918,1,0.948	0.666,0.839,0.642	chrNC_037649.1	-	3096191-3097049	3096191-3097046	3099608-3100649
1549	LOC412780	NA	0.0464412919052	0.122887652229857	-0.063	1,0.704,0.749,0.925,0.722	0.873,0.928,0.847	chrNC_037639.1	+	8150545-8150758	8150685-8150758	8150309-8150447
1552	LOC410305	NA	0.00159999496487	0.00597198742719751	0.274	0.709,0.497,0.619,0.679,1	0.417,0.432,0.431	chrNC_037648.1	+	9459124-9459415	9459378-9459415	9458976-9459046
1558	LOC551688	NA	1	1	-0.313	NA,0.429,0,0.2,1	0.829,0.333,1	chrNC_037639.1	-	15306664-15309861	15306664-15306812	15310033-15310257
1559	LOC551688	NA	1	1	-0.321	NA,0.636,NA,0.4,1	1,1,1	chrNC_037639.1	-	15306664-15310257	15306664-15306812	15312627-15312788
1561	LOC102655564	NA	0.0110696447317	0.0345476558596619	-0.063	1,0.649,1,1,0.956	0.952,1,1	chrNC_037648.1	-	11031445-11034286	11031445-11034282	11036194-11036289
1562	LOC413653	NA	0.0855163688496	0.206352965440161	0.039	1,0.953,0.94,0.939,0.938	0.969,0.863,0.912	chrNC_037642.1	+	11984531-11985028	11984537-11985028	11983974-11984390
1563	LOC411134	NA	0.0136838057809	0.0415710555369114	-0.006	0.031,0.011,0.035,0.01,0.009	0.039,0.015,0.023	chrNC_037642.1	-	13595913-13597414	13595913-13597399	13597485-13597682
1564	LOC100578343	NA	1	1	-0.006	1,1,1,1,0.968	1,1,1	chrNC_037648.1	+	9852279-9852751	9852287-9852751	9850958-9851301
1565	LOC726007	NA	0.00200901428517	0.00732771167843161	0.058	1,0.949,0.978,0.91,0.885	0.88,0.897,0.883	chrNC_037645.1	-	11704565-11704753	11704565-11704747	11704833-11705400
1566	LOC724891	NA	1	1	0.043	1,1,1,NA,1	0.87,1,1	chrNC_037642.1	+	2975125-2975808	2975134-2975808	2974472-2975015
1567	LOC408889	NA	0.401832914477	0.731713956559029	-0.02	0.819,0.913,0.942,0.91,0.93	0.93,0.904,0.933	chrNC_037643.1	-	8476740-8476880	8476740-8476874	8476954-8477185
1568	LOC408889	NA	0.127030389998	0.287615977353962	0.031	0.973,0.879,0.87,0.916,0.909	0.891,0.869,0.874	chrNC_037643.1	-	8478060-8478178	8478060-8478169	8478256-8478454
1569	LOC411995	NA	0.629364519384	1	0.068	0.526,0.617,1,0.608,1	0.745,0.604,0.697	chrNC_037638.1	-	14829675-14829892	14829675-14829772	14830000-14830359
1570	LOC411068	NA	3.18638624733e-05	0.000158658236381577	-0.03	0.925,0.942,0.942,0.939,0.95	0.964,0.976,0.968	chrNC_037642.1	+	5481225-5481413	5481237-5481413	5480811-5481160
1571	LOC411068	NA	0.00221479911018	0.00800429655789474	-0.056	0.973,0.969,0.684,0.982,0.961	0.961,0.964,0.985	chrNC_037642.1	+	5481490-5481609	5481508-5481609	5481225-5481413
1572	LOC552647	NA	0.00076565159715	0.00305751053770383	-0.053	0.192,0.171,0.247,0.179,0.173	0.246,0.232,0.257	chrNC_037640.1	+	4334825-4335227	4334843-4335227	4334634-4334747
1573	LOC551997	NA	0	0	0.264	1,0.954,0.954,0.972,1	0.793,0.616,0.728	chrNC_037639.1	-	3924837-3925110	3924837-3924998	3925178-3925507
1574	LOC100578042	NA	1	1	0.005	NA,NA,1,NA,NA	0.99,0.998,0.998	chrNC_037638.1	+	3979324-3979513	3979340-3979513	3979124-3979253
1576	LOC725320	NA	5.17597608107e-07	3.3126246918848e-06	0.066	0.917,0.913,0.903,0.908,0.961	0.827,0.864,0.873	chrNC_037638.1	+	17902672-17902788	17902678-17902788	17902427-17902600
1577	LOC100578885	NA	0.643106342174	1	0.033	1,0.85,0.843,0.881,0.862	0.778,0.87,0.915	chrNC_037639.1	-	4582822-4583011	4582822-4582894	4583636-4583949
1578	LOC100578885	NA	0.407476075875	0.7408655925	0.019	0.948,0.694,0.949,0.972,0.945	0.963,0.882,0.803	chrNC_037639.1	-	4584037-4584346	4584037-4584268	4584421-4584831
1579	LOC100578885	NA	0.819679916805	1	-0.062	0.43,0.884,0.921,0.645,0.615	0.847,0.808,0.628	chrNC_037639.1	-	4584959-4585245	4584959-4585242	4585913-4585993
1580	LOC100578885	NA	0.372507976216	0.687707033014154	-0.078	1,0.448,0.25,0.636,1	0.733,0.5,1	chrNC_037639.1	-	4613800-4614277	4613800-4614006	4614409-4616454
1581	LOC102653640	NA	1	1	-0.222	NA,1,1,1,0.111	1,1,1	chrNC_037639.1	-	11817800-11818302	11817800-11817999	11822804-11822820
1585	LOC408710	NA	0	0	0.145	0.918,0.926,0.836,0.929,0.876	0.775,0.721,0.761	chrNC_037639.1	-	5962252-5962366	5962252-5962285	5962440-5962752
1586	LOC726291	NA	0.220214104987	0.446379942541216	0.029	1,0.892,0.989,0.904,0.96	0.886,0.978,0.895	chrNC_037638.1	+	2485515-2485664	2485519-2485664	2485162-2485421
1587	LOC408435	NA	0.0810945004834	0.197590661076305	-0.026	0,0,0.062,0.136,0.055	0.085,0.061,0.085	chrNC_037650.1	-	7685684-7685835	7685684-7685820	7692777-7692860
1588	LOC408435	NA	1	1	-0.187	NA,0.305,0.382,0.296,0.279	0.573,0.415,0.52	chrNC_037650.1	-	7704455-7704667	7704455-7704646	7705356-7705514
1589	LOC411827	NA	5.21794385477e-10	4.96947033787619e-09	0.036	0.094,0.055,0.027,0.039,0.052	0.016,0.025,0.012	chrNC_037652.1	+	1742226-1742362	1742241-1742362	1729074-1729218
1591	LOC409818	NA	1	1	-0.024	NA,0,0.087,0,0	0.059,0.038,0.041	chrNC_037642.1	+	8336294-8336509	8336318-8336509	8314839-8314930
1592	Tret1	NA	0.000881558165705	0.0034627489323928	-0.003	1,0.969,0.993,0.95,0.974	0.98,0.972,0.989	chrNC_037638.1	-	14294200-14294579	14294200-14294247	14294676-14294849
1593	Para	NA	1	1	-0.043	NA,1,0.828,1,1	1,1,1	chrNC_037646.1	-	6458671-6458802	6458671-6458775	6460267-6460501
1594	Para	NA	0.712786607724	1	0.017	1,1,1,1,1	0.988,1,0.961	chrNC_037646.1	-	6458671-6458802	6458671-6458775	6460297-6460501
1595	Para	NA	1	1	0.005	NA,1,1,1,1	0.986,1,1	chrNC_037646.1	-	6458671-6458802	6458671-6458775	6460900-6461250
1596	Para	NA	1	1	0.423	NA,0.53,0.354,1,0.706	0.239,0,0.435	chrNC_037646.1	-	6461850-6462127	6461850-6462100	6464064-6464132
1597	LOC408664	NA	9.00352671973e-07	5.59804770138653e-06	0.176	0.477,0.618,0.618,0.619,0.552	0.46,0.347,0.396	chrNC_037639.1	+	14271099-14271523	14271105-14271523	14270853-14271017
1598	LOC408664	NA	0.000143955970411	0.000666977469085714	-0.158	0.551,0.353,0.253,0.277,0.354	0.518,0.454,0.575	chrNC_037639.1	+	14273128-14273351	14273164-14273351	14272724-14272889
1599	LOC408664	NA	1.11022302463e-15	1.80036166156216e-14	0.266	0.869,0.948,0.963,0.963,0.909	0.523,0.729,0.741	chrNC_037639.1	+	14275127-14279228	14275157-14279228	14273128-14273351
1600	LOC408664	NA	0.0513819268393	0.134478325424558	0.164	0.84,0.816,0.81,0.786,0.811	0.379,0.736,0.831	chrNC_037639.1	+	14275127-14279228	14275157-14279228	14273940-14274227
1601	LOC408664	NA	0	0	0.458	0.841,0.777,0.812,0.92,0.893	0.23,0.454,0.488	chrNC_037639.1	+	14275127-14279228	14275157-14279228	14273940-14274260
1602	LOC551111	NA	0.00255396554841	0.0090673333079645	0.191	0.639,0.379,0.238,0.313,0.217	0.218,0.065,0.217	chrNC_037638.1	+	18449374-18449491	18449414-18449491	18449220-18449300
1605	LOC100576789	NA	1	1	-0.103	1,NA,0,NA,1	0.846,1,0.462	chrNC_037638.1	+	1656305-1657650	1657008-1657650	1655933-1655998
1606	LOC413023	NA	1	1	-0.053	NA,0.662,1,1,0.786	1,1,0.746	chrNC_037639.1	+	8146688-8146797	8146691-8146797	8146477-8146575
1607	LOC412865	NA	1	1	0.023	NA,NA,1,NA,1	0.932,1,1	chrNC_037648.1	+	9374712-9375007	9374936-9375007	9369016-9369377
1608	LOC412865	NA	0.057489971701	0.146626920385122	-0.017	1,0.894,0.84,1,0.99	0.978,0.962,0.944	chrNC_037648.1	+	9431033-9431152	9431078-9431152	9430524-9430779
1609	LOC552620	NA	0.0843763414197	0.204755530239919	-0.03	0.898,0.948,0.89,0.95,0.93	0.953,0.955,0.953	chrNC_037639.1	+	15537544-15537667	15537547-15537667	15537298-15537387
1610	LOC552620	NA	0.116330045683	0.267938684874472	0.038	0.462,0.748,0.692,0.841,0.699	0.64,0.662,0.648	chrNC_037639.1	+	15538348-15538457	15538351-15538457	15537544-15537667
1611	LOC409647	NA	0.705475528709	1	-0.005	0.802,0.769,0.794,0.763,0.814	0.782,0.794,0.803	chrNC_037648.1	-	9435889-9436125	9435889-9436122	9436217-9436364
1614	LOC408672	NA	0.928967310921	1	-0.009	0.044,0.126,0.044,0.116,0.066	0.109,0.074,0.083	chrNC_037639.1	+	14433941-14434266	14433959-14434266	14433658-14433764
1615	LOC408672	NA	2.22044604925e-16	3.75286656211268e-15	-0.068	0.146,0.085,0.051,0.087,0.058	0.194,0.125,0.142	chrNC_037639.1	+	14433941-14434266	14433998-14434266	14433658-14433764
1616	LOC408672	NA	0	0	-0.124	0.238,0.162,0.162,0.16,0.17	0.348,0.271,0.289	chrNC_037639.1	+	14433959-14434266	14433998-14434266	14433658-14433764
1617	LOC102654134	NA	1	1	0.045	NA,1,1,NA,1	1,0.864,1	chrNC_037640.1	-	2850497-2855967	2850497-2855928	2856542-2857935
1619	LOC100578361	NA	1	1	-0.215	NA,0,1,NA,NA	0.898,0.246,1	chrNW_020555863.1	+	4132-4255	4135-4255	3710-3857
1622	LOC726987	NA	1	1	0.166	1,0.773,0.63,NA,1	0.736,0.597,0.721	chrNC_037639.1	-	10930232-10930705	10930232-10930635	10931432-10931968
1623	LOC726987	NA	1	1	-0.101	NA,0.765,0,NA,1	0.749,0.696,0.624	chrNC_037639.1	-	10930232-10930958	10930232-10930635	10931432-10931968
1624	LOC726987	NA	1	1	-0.036	0,1,0,NA,1	0.681,0.619,0.308	chrNC_037639.1	-	10930232-10930958	10930232-10930705	10931432-10931968
1625	LOC724599	NA	2.63608964085e-05	0.000133472893207595	-0.021	1,0.933,0.943,0.961,0.924	0.98,0.965,0.975	chrNC_037639.1	+	9642719-9644449	9642731-9644449	9642531-9642644
1626	LOC100577385	NA	1	1	-0.6	NA,0.094,0.171,0.335,1	1,1,1	chrNC_037644.1	+	9336865-9337104	9336896-9337104	9327111-9327553
1627	LOC100577385	NA	1	1	-0.559	NA,0.076,0.137,0.379,0.713	0.796,0.861,1	chrNC_037644.1	+	9336865-9337104	9336896-9337104	9327111-9327557
1628	LOC100577385	NA	0	0	-0.483	0.463,0.684,0.516,0.433,0.489	1,1,1	chrNC_037644.1	+	9337758-9338017	9337868-9338017	9336896-9337104
1630	LOC409807	NA	1	1	-0.612	0.516,0.586,0.186,0.276,0.376	NA,1,1	chrNC_037638.1	+	6137754-6138278	6137768-6138278	6136334-6137427
1631	LOC409821	NA	1	1	-0.065	1,0.924,0.909,0.907,NA	1,NA,NA	chrNC_037639.1	+	15692579-15692749	15692582-15692749	15692317-15692504
1632	LOC409821	NA	1	1	-0.056	0.82,0.988,0.956,0.976,0.981	NA,1,1	chrNC_037639.1	+	15705063-15705286	15705069-15705286	15700811-15700952
1633	LOC409821	NA	1	1	-0.041	1,1,0.821,1,0.974	1,NA,1	chrNC_037639.1	+	15705063-15705286	15705069-15705286	15702374-15702509
1634	LOC409821	NA	2.62514744381e-05	0.000133199870299027	0.057	0.047,0.095,0.077,0.05,0.091	0,0,0.046	chrNC_037639.1	+	15705063-15705286	15705069-15705286	15704359-15704660
