ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
509	"LOC410178"	"LOC410178"	chrNC_037647.1	-	11695721	11697714	11695721	11696858	11697146	11697714
510	"LOC410278"	"LOC410278"	chrNC_037648.1	+	16154157	16154795	16154157	16154563	16154664	16154795
511	"LOC102653613"	"LOC102653613"	chrNC_037643.1	-	14211099	14213224	14211099	14211975	14212085	14213224
512	"LOC102653613"	"LOC102653613"	chrNC_037643.1	-	14214772	14214987	14214772	14214812	14214950	14214987
513	"LOC102653613"	"LOC102653613"	chrNC_037643.1	-	14218525	14218751	14218525	14218634	14218707	14218751
514	"LOC100576896"	"LOC100576896"	chrNC_037639.1	-	2019675	2020760	2019675	2019801	2019964	2020760
515	"LOC100576896"	"LOC100576896"	chrNC_037639.1	-	2019675	2020760	2019675	2019889	2019964	2020760
516	"LOC100576896"	"LOC100576896"	chrNC_037639.1	-	2019675	2020760	2019675	2019801	2020520	2020760
517	"LOC100576896"	"LOC100576896"	chrNC_037639.1	-	2019675	2020760	2019675	2020155	2020520	2020760
518	"LOC100576896"	"LOC100576896"	chrNC_037639.1	-	2019675	2020760	2019675	2020303	2020520	2020760
519	"LOC551428"	"LOC551428"	chrNC_037651.1	+	5996971	5997320	5996971	5997094	5997282	5997320
520	"LOC409836"	"LOC409836"	chrNC_037645.1	-	2319448	2320252	2319448	2319853	2319936	2320252
521	"LOC409836"	"LOC409836"	chrNC_037645.1	-	2332215	2333362	2332215	2332682	2332751	2333362
522	"LOC102653921"	"LOC102653921"	chrNC_037642.1	-	6528342	6528847	6528342	6528538	6528622	6528847
523	"LOC408669"	"LOC408669"	chrNC_037639.1	-	13880760	13881157	13880760	13880944	13881007	13881157
524	"LOC102654823"	"LOC102654823"	chrNC_037640.1	-	3273715	3274665	3273715	3273889	3274199	3274665
525	"LOC413328"	"LOC413328"	chrNC_037643.1	-	5392476	5393234	5392476	5392630	5392714	5393234
526	"LOC102654429"	"LOC102654429"	chrNC_037642.1	-	9726600	9733280	9726600	9730300	9730799	9733280
527	"LOC102654429"	"LOC102654429"	chrNC_037642.1	-	9726600	9733280	9726600	9732030	9732427	9733280
528	"LOC102654429"	"LOC102654429"	chrNC_037642.1	-	9734946	9737393	9734946	9735185	9736434	9737393
529	"LOC107965037"	"LOC107965037"	chrNC_037647.1	+	10084678	10086209	10084678	10084881	10085296	10086209
530	"LOC102656297"	"LOC102656297"	chrNC_037642.1	+	9874159	9875768	9874159	9875415	9875519	9875768
531	"LOC102656297"	"LOC102656297"	chrNC_037642.1	+	9875876	9876599	9875876	9876036	9876362	9876599
532	"LOC408676"	"LOC408676"	chrNC_037639.1	+	14678465	14679323	14678465	14678685	14678757	14679323
533	"LOC102655185"	"LOC102655185"	chrNC_037638.1	-	3212400	3216215	3212400	3214765	3214942	3216215
534	"LOC102655185"	"LOC102655185"	chrNC_037638.1	-	3212400	3216215	3212400	3214852	3214942	3216215
535	"LOC102655185"	"LOC102655185"	chrNC_037638.1	-	3212400	3216215	3212400	3214897	3214942	3216215
536	"LOC113218951"	"LOC113218951"	chrNC_037645.1	+	7117921	7119245	7117921	7119015	7119169	7119245
537	"LOC552185"	"LOC552185"	chrNC_037638.1	+	25111179	25111659	25111179	25111383	25111460	25111659
538	"LOC107963976"	"LOC107963976"	chrNC_037644.1	-	1639891	1641142	1639891	1640849	1640958	1641142
539	"LOC107963976"	"LOC107963976"	chrNC_037644.1	-	1641330	1644004	1641330	1643265	1643507	1644004
540	"LOC725485"	"LOC725485"	chrNC_037645.1	-	12674586	12674821	12674586	12674637	12674724	12674821
541	"LOC102654089"	"LOC102654089"	chrNC_037647.1	+	9915246	9918471	9915246	9915550	9915626	9918471
542	"LOC102654089"	"LOC102654089"	chrNC_037647.1	+	9915246	9915782	9915246	9915550	9915649	9915782
543	"LOC102654089"	"LOC102654089"	chrNC_037647.1	+	9915246	9918471	9915246	9915583	9915649	9918471
544	"LOC102654089"	"LOC102654089"	chrNC_037647.1	+	9915246	9918471	9915246	9915782	9915875	9918471
545	"LOC102654089"	"LOC102654089"	chrNC_037647.1	+	9915246	9918471	9915246	9915782	9915961	9918471
546	"LOC102653946"	"LOC102653946"	chrNC_037641.1	-	3328905	3329360	3328905	3329064	3329178	3329360
547	"LOC551903"	"LOC551903"	chrNC_037642.1	-	9494853	9495109	9494853	9494978	9495095	9495109
548	"LOC726572"	"LOC726572"	chrNC_037645.1	-	1915981	1917079	1915981	1916673	1916745	1917079
549	"LOC726572"	"LOC726572"	chrNC_037645.1	-	1915981	1917079	1915981	1916673	1916928	1917079
550	"LOC725795"	"LOC725795"	chrNC_037642.1	+	7475246	7478073	7475246	7475561	7476552	7478073
551	"LOC102655619"	"LOC102655619"	chrNC_037653.1	-	4717760	4718937	4717760	4717953	4718130	4718937
552	"LOC107965445"	"LOC107965445"	chrNC_037638.1	-	25994609	25998221	25994609	25996605	25996681	25998221
553	"LOC107965445"	"LOC107965445"	chrNC_037638.1	-	25994609	25998221	25994609	25996761	25996865	25998221
554	"LOC107965445"	"LOC107965445"	chrNC_037638.1	-	25994609	25998221	25994609	25996761	25997025	25998221
555	"LOC107965445"	"LOC107965445"	chrNC_037638.1	-	25994609	25998221	25994609	25996945	25997025	25998221
556	"LOC725098"	"LOC725098"	chrNC_037642.1	-	397486	397828	397486	397627	397750	397828
557	"LOC412148"	"LOC412148"	chrNC_037649.1	-	2263826	2264070	2263826	2263947	2264019	2264070
558	"LOC411892"	"LOC411892"	chrNC_037642.1	+	6589334	6591148	6589334	6589518	6589626	6591148
559	"LOC725290"	"LOC725290"	chrNC_037650.1	+	3743234	3744266	3743234	3744009	3744083	3744266
560	"LOC725290"	"LOC725290"	chrNC_037650.1	+	3754440	3754891	3754440	3754729	3754812	3754891
561	"LOC413473"	"LOC413473"	chrNC_037643.1	-	16669427	16670182	16669427	16669818	16669978	16670182
562	"LOC551632"	"LOC551632"	chrNC_037639.1	-	29869	30167	29869	30043	30143	30167
563	"LOC724460"	"LOC724460"	chrNC_037648.1	+	14521801	14523101	14521801	14521977	14522064	14523101
564	"LOC724460"	"LOC724460"	chrNC_037648.1	+	14525784	14527701	14525784	14526730	14527442	14527701
565	"LOC107964138"	"LOC107964138"	chrNC_037640.1	+	11739057	11740663	11739057	11739524	11740300	11740663
566	"LOC551688"	"LOC551688"	chrNC_037639.1	-	15306140	15306571	15306140	15306391	15306447	15306571
567	"LOC551688"	"LOC551688"	chrNC_037639.1	-	15306663	15310257	15306663	15306812	15306885	15310257
568	"LOC551688"	"LOC551688"	chrNC_037639.1	-	15306663	15310257	15306663	15306812	15310032	15310257
569	"LOC551688"	"LOC551688"	chrNC_037639.1	-	15306663	15310257	15306663	15309861	15310032	15310257
570	"LOC727119"	"LOC727119"	chrNC_037639.1	-	2316064	2316436	2316064	2316132	2316275	2316436
571	"LOC100576610"	"LOC100576610"	chrNC_037646.1	-	11993299	11994208	11993299	11993840	11993933	11994208
572	"LOC552202"	"LOC552202"	chrNC_037639.1	+	2386146	2386472	2386146	2386227	2386380	2386472
573	"LOC100576473"	"LOC100576473"	chrNC_037638.1	-	12542452	12542689	12542452	12542550	12542643	12542689
574	"LOC413955"	"LOC413955"	chrNC_037639.1	+	6948983	6949241	6948983	6949074	6949153	6949241
575	"LOC413955"	"LOC413955"	chrNC_037639.1	+	6949798	6950356	6949798	6949907	6949990	6950356
576	"LOC100577147"	"LOC100577147"	chrNC_037640.1	+	2286298	2287824	2286298	2286349	2286501	2287824
577	"LOC100578885"	"LOC100578885"	chrNC_037639.1	-	4613799	4616454	4613799	4614006	4614408	4616454
578	"LOC100578885"	"LOC100578885"	chrNC_037639.1	-	4613799	4616454	4613799	4614277	4614408	4616454
579	"LOC100578885"	"LOC100578885"	chrNC_037639.1	-	4613799	4616454	4613799	4614006	4615135	4616454
580	"LOC100578885"	"LOC100578885"	chrNC_037639.1	-	4613799	4616454	4613799	4614006	4615144	4616454
581	"LOC102655966"	"LOC102655966"	chrNC_037641.1	-	4697943	4700021	4697943	4698570	4698955	4700021
582	"LOC100578420"	"LOC100578420"	chrNC_037639.1	+	5377586	5379527	5377586	5379368	5379457	5379527
583	"LOC102656534"	"LOC102656534"	chrNC_037643.1	-	13332541	13332971	13332541	13332647	13332723	13332971
584	"LOC408924"	"LOC408924"	chrNC_037644.1	+	11054080	11054532	11054080	11054386	11054451	11054532
585	"LOC100577822"	"LOC100577822"	chrNC_037638.1	+	4956305	4957823	4956305	4956550	4957349	4957823
586	"LOC100577822"	"LOC100577822"	chrNC_037638.1	+	4956305	4957823	4956305	4957244	4957349	4957823
587	"LOC100577822"	"LOC100577822"	chrNC_037638.1	+	4956305	4957823	4956305	4957529	4957649	4957823
588	"LOC100577822"	"LOC100577822"	chrNC_037638.1	+	4956305	4957823	4956305	4957536	4957649	4957823
589	"LOC102655032"	"LOC102655032"	chrNC_037638.1	-	6334507	6335176	6334507	6334754	6334941	6335176
590	"LOC100576850"	"LOC100576850"	chrNC_037641.1	+	10314	10489	10314	10384	10453	10489
591	"LOC102655434"	"LOC102655434"	chrNC_037639.1	+	9995029	9995362	9995029	9995140	9995206	9995362
592	"LOC410226"	"LOC410226"	chrNC_037647.1	+	6379201	6380309	6379201	6380127	6380252	6380309
593	"LOC725891"	"LOC725891"	chrNC_037639.1	+	6865061	6865538	6865061	6865226	6865342	6865538
594	"LOC408620"	"LOC408620"	chrNC_037638.1	-	4394643	4395059	4394643	4394744	4394819	4395059
595	"LOC100576603"	"LOC100576603"	chrNC_037642.1	+	3043401	3044893	3043401	3043845	3044831	3044893
596	"LOC100578907"	"LOC100578907"	chrNC_037638.1	-	6594832	6596091	6594832	6595798	6595966	6596091
597	"LOC409565"	"LOC409565"	chrNC_037645.1	+	2034601	2034855	2034601	2034747	2034807	2034855
598	"LOC100578349"	"LOC100578349"	chrNC_037640.1	-	1377359	1378098	1377359	1377817	1377887	1378098
599	"LOC100577715"	"LOC100577715"	chrNC_037639.1	+	10021314	10021647	10021314	10021425	10021491	10021647
600	"LOC100577715"	"LOC100577715"	chrNC_037639.1	+	10021314	10022150	10021314	10021647	10021725	10022150
601	"LOC102655337"	"LOC102655337"	chrNC_037644.1	-	10971105	10972268	10971105	10971160	10971251	10972268
602	"LOC102655337"	"LOC102655337"	chrNC_037644.1	-	10974141	10975952	10974141	10975439	10975546	10975952
603	"LOC102656828"	"LOC102656828"	chrNC_037638.1	+	4199462	4201344	4199462	4200022	4200089	4201344
604	"LOC724502"	"LOC724502"	chrNC_037648.1	-	14563934	14564226	14563934	14564081	14564169	14564226
605	"LOC100576417"	"LOC100576417"	chrNC_037647.1	-	3422278	3422777	3422278	3422406	3422467	3422777
606	"LOC100576417"	"LOC100576417"	chrNC_037647.1	-	3423536	3424817	3423536	3424515	3424701	3424817
607	"NLG-5"	"NLG-5"	chrNC_037646.1	+	7168674	7170679	7168674	7169909	7170445	7170679
608	"LOC413303"	"LOC413303"	chrNC_037638.1	+	4803878	4804716	4803878	4804498	4804654	4804716
609	"LOC107966085"	"LOC107966085"	chrNC_037639.1	-	11774240	11774841	11774240	11774576	11774663	11774841
610	"LOC551324"	"LOC551324"	chrNC_037648.1	+	10419751	10419967	10419751	10419778	10419856	10419967
611	"LOC102654365"	"LOC102654365"	chrNC_037638.1	+	9117911	9118147	9117911	9117968	9118058	9118147
612	"LOC552265"	"LOC552265"	chrNC_037649.1	+	7874097	7874966	7874097	7874741	7874850	7874966
613	"LOC552265"	"LOC552265"	chrNC_037649.1	+	7899070	7899992	7899070	7899633	7899729	7899992
614	"LOC552265"	"LOC552265"	chrNC_037649.1	+	7899070	7899992	7899070	7899633	7899732	7899992
615	"LOC100578353"	"LOC100578353"	chrNC_037640.1	+	2815438	2817137	2815438	2816661	2816745	2817137
616	"LOC410748"	"LOC410748"	chrNC_037638.1	-	6937155	6938198	6937155	6937759	6937876	6938198
617	"LOC410748"	"LOC410748"	chrNC_037638.1	-	6937155	6938198	6937155	6937759	6937890	6938198
618	"LOC410748"	"LOC410748"	chrNC_037638.1	-	6938466	6939391	6938466	6938548	6938826	6939391
619	"LOC726393"	"LOC726393"	chrNC_037639.1	-	13703372	13704541	13703372	13703710	13703835	13704541
620	"LOC102656644"	"LOC102656644"	chrNC_037638.1	-	2013421	2013908	2013421	2013584	2013680	2013908
621	"LOC102656644"	"LOC102656644"	chrNC_037638.1	-	2015132	2016927	2015132	2015274	2015356	2016927
622	"LOC726280"	"LOC726280"	chrNC_037639.1	-	14819580	14821900	14819580	14821386	14821479	14821900
623	"LOC551780"	"LOC551780"	chrNC_037645.1	+	2814752	2815093	2814752	2814911	2814988	2815093
624	"LOC551780"	"LOC551780"	chrNC_037645.1	+	2814752	2815131	2814752	2814905	2814988	2815131
625	"LOC412430"	"LOC412430"	chrNC_037652.1	-	1870916	1871215	1870916	1870993	1871146	1871215
626	"LOC725770"	"LOC725770"	chrNC_037643.1	+	7114215	7114410	7114215	7114229	7114301	7114410
627	"LOC413930"	"LOC413930"	chrNC_037642.1	+	2993270	2993749	2993270	2993336	2993410	2993749
628	"LOC113218848"	"LOC113218848"	chrNC_037643.1	-	7665065	7665546	7665065	7665339	7665454	7665546
629	"LOC724240"	"LOC724240"	chrNC_037638.1	-	26180171	26182036	26180171	26180554	26180628	26182036
630	"LOC100578777"	"LOC100578777"	chrNC_037643.1	+	8385909	8387592	8385909	8386052	8386117	8387592
631	"LOC100578461"	"LOC100578461"	chrNC_037643.1	+	8582829	8584035	8582829	8583196	8583770	8584035
632	"LOC410549"	"LOC410549"	chrNC_037651.1	+	9429137	9429540	9429137	9429303	9429399	9429540
633	"LOC408298"	"LOC408298"	chrNC_037647.1	+	8729942	8731247	8729942	8730921	8731000	8731247
634	"LOC102654087"	"LOC102654087"	chrNC_037643.1	+	8972387	8974207	8972387	8972661	8972749	8974207
635	"LOC100576703"	"LOC100576703"	chrNC_037643.1	-	9016423	9017658	9016423	9016600	9016722	9017658
636	"LOC100576703"	"LOC100576703"	chrNC_037643.1	-	9016423	9017658	9016423	9016955	9017170	9017658
637	"LOC100576703"	"LOC100576703"	chrNC_037643.1	-	9016423	9017658	9016423	9016955	9017235	9017658
638	"LOC102654579"	"LOC102654579"	chrNC_037646.1	+	5197262	5200650	5197262	5197884	5197945	5200650
639	"LOC102654579"	"LOC102654579"	chrNC_037646.1	+	5201575	5204319	5201575	5201722	5201830	5204319
640	"LOC409429"	"LOC409429"	chrNC_037651.1	-	5039466	5039819	5039466	5039579	5039651	5039819
641	"LOC408845"	"LOC408845"	chrNC_037642.1	+	10451196	10451531	10451196	10451222	10451276	10451531
642	"LOC410234"	"LOC410234"	chrNC_037647.1	-	7041801	7042529	7041801	7042122	7042294	7042529
643	"LOC113218838"	"LOC113218838"	chrNC_037643.1	-	11938923	11939660	11938923	11939460	11939557	11939660
644	"LOC551188"	"LOC551188"	chrNC_037643.1	+	12928166	12928660	12928166	12928328	12928442	12928660
645	"LOC411154"	"LOC411154"	chrNC_037643.1	+	12963965	12964421	12963965	12964077	12964204	12964421
646	"LOC100578875"	"LOC100578875"	chrNC_037643.1	-	13028668	13029518	13028668	13028908	13029282	13029518
647	"LOC100578875"	"LOC100578875"	chrNC_037643.1	-	13028668	13029518	13028668	13028944	13029282	13029518
648	"LOC102656723"	"LOC102656723"	chrNC_037643.1	+	8480568	8481369	8480568	8481054	8481137	8481369
649	"LOC102656723"	"LOC102656723"	chrNC_037643.1	+	8481733	8483570	8481733	8482067	8482179	8483570
650	"LOC102656723"	"LOC102656723"	chrNC_037643.1	+	8481733	8483570	8481733	8482324	8482477	8483570
651	"LOC100577496"	"LOC100577496"	chrNC_037639.1	-	11814277	11815216	11814277	11814771	11814933	11815216
652	"LOC550824"	"LOC550824"	chrNC_037643.1	+	13270294	13271177	13270294	13270408	13270631	13271177
653	"LOC408957"	"LOC408957"	chrNC_037645.1	+	2746305	2751150	2746305	2746643	2747319	2751150
654	"LOC408957"	"LOC408957"	chrNC_037645.1	+	2746305	2751150	2746305	2747246	2747319	2751150
655	"LOC551261"	"LOC551261"	chrNC_037645.1	-	6403148	6404309	6403148	6403502	6404049	6404309
656	"LOC724349"	"LOC724349"	chrNC_037642.1	+	8538801	8540586	8538801	8540201	8540362	8540586
657	"LOC725970"	"LOC725970"	chrNC_037646.1	+	10994525	10994769	10994525	10994616	10994685	10994769
658	"LOC725970"	"LOC725970"	chrNC_037646.1	+	10994525	10994769	10994525	10994616	10994688	10994769
659	"LOC100576661"	"LOC100576661"	chrNC_037643.1	+	14313749	14314613	14313749	14314252	14314355	14314613
660	"LOC100576661"	"LOC100576661"	chrNC_037643.1	+	14313749	14314613	14313749	14314303	14314355	14314613
661	"LOC100577781"	"LOC100577781"	chrNC_037644.1	-	2372088	2372647	2372088	2372250	2372339	2372647
662	"LOC100577781"	"LOC100577781"	chrNC_037644.1	-	2372770	2374027	2372770	2373011	2373081	2374027
663	"LOC551831"	"LOC551831"	chrNC_037642.1	+	12046974	12047249	12046974	12047019	12047145	12047249
664	"LOC102656753"	"LOC102656753"	chrNC_037643.1	-	15277742	15280287	15277742	15277909	15278066	15280287
665	"For"	"For"	chrNC_037650.1	-	10110270	10110417	10110270	10110289	10110290	10110417
666	"LOC102654831"	"LOC102654831"	chrNC_037646.1	-	12211173	12211551	12211173	12211276	12211399	12211551
667	"LOC107965926"	"LOC107965926"	chrNC_037643.1	-	15583250	15583789	15583250	15583554	15583621	15583789
668	"LOC552357"	"LOC552357"	chrNC_037642.1	+	8388442	8388948	8388442	8388623	8388701	8388948
669	"LOC552357"	"LOC552357"	chrNC_037642.1	+	8388442	8388948	8388442	8388623	8388737	8388948
670	"LOC107964673"	"LOC107964673"	chrNC_037643.1	+	16029966	16030974	16029966	16030159	16030408	16030974
671	"LOC107964673"	"LOC107964673"	chrNC_037643.1	+	16029966	16030974	16029966	16030159	16030561	16030974
672	"Eif4g"	"Eif4g"	chrNC_037643.1	+	16317085	16317594	16317085	16317245	16317329	16317594
673	"LOC409539"	"LOC409539"	chrNC_037649.1	-	1406563	1409105	1406563	1407802	1407877	1409105
674	"LOC409539"	"LOC409539"	chrNC_037649.1	-	1406563	1409105	1406563	1407877	1408027	1409105
675	"LOC409539"	"LOC409539"	chrNC_037649.1	-	1406563	1409105	1406563	1407952	1408027	1409105
676	"LOC551928"	"LOC551928"	chrNC_037645.1	-	7770804	7771434	7770804	7770936	7771192	7771434
677	"LOC113218880"	"LOC113218880"	chrNC_037643.1	+	16672767	16673745	16672767	16673507	16673714	16673745
678	"LOC100578882"	"LOC100578882"	chrNC_037638.1	+	22358152	22360650	22358152	22358403	22359186	22360650
679	"LOC100578882"	"LOC100578882"	chrNC_037638.1	+	22358152	22360650	22358152	22358403	22359696	22360650
680	"LOC100578882"	"LOC100578882"	chrNC_037638.1	+	22359696	22360650	22359696	22359801	22360402	22360650
681	"LOC550732"	"LOC550732"	chrNC_037650.1	+	9110585	9111347	9110585	9111017	9111117	9111347
682	"LOC100579061"	"LOC100579061"	chrNC_037643.1	-	16780229	16781263	16780229	16780807	16780990	16781263
683	"LOC409467"	"LOC409467"	chrNC_037653.1	-	878111	879458	878111	879174	879262	879458
684	"LOC408354"	"LOC408354"	chrNC_037648.1	+	12494290	12496655	12494290	12494860	12494938	12496655
685	"LOC408354"	"LOC408354"	chrNC_037648.1	+	12494290	12496655	12494290	12494860	12494941	12496655
686	"LOC408354"	"LOC408354"	chrNC_037648.1	+	12494290	12496655	12494290	12495595	12495667	12496655
687	"LOC552604"	"LOC552604"	chrNC_037643.1	-	16939419	16940063	16939419	16939582	16939688	16940063
688	"LOC410323"	"LOC410323"	chrNC_037648.1	-	12160581	12161832	12160581	12161587	12161659	12161832
689	"LOC726163"	"LOC726163"	chrNC_037643.1	-	17078109	17078755	17078109	17078459	17078606	17078755
690	"LOC100577772"	"LOC100577772"	chrNC_037647.1	-	2144460	2146277	2144460	2146093	2146211	2146277
691	"LOC100577772"	"LOC100577772"	chrNC_037647.1	-	2144460	2148096	2144460	2146986	2147056	2148096
692	"LOC100577772"	"LOC100577772"	chrNC_037647.1	-	2155557	2163607	2155557	2157123	2157336	2163607
693	"LOC100577772"	"LOC100577772"	chrNC_037647.1	-	2163613	2164764	2163613	2164106	2164454	2164764
694	"LOC411361"	"LOC411361"	chrNC_037649.1	+	8021261	8022306	8021261	8022184	8022254	8022306
695	"LOC102653847"	"LOC102653847"	chrNC_037644.1	-	1293049	1294362	1293049	1293623	1293690	1294362
696	"LOC102653847"	"LOC102653847"	chrNC_037644.1	-	1294936	1295620	1294936	1295305	1295366	1295620
697	"LOC100576423"	"LOC100576423"	chrNC_037647.1	-	11404385	11404750	11404385	11404470	11404559	11404750
698	"LOC100578035"	"LOC100578035"	chrNC_037653.1	-	4902246	4902423	4902246	4902288	4902370	4902423
699	"LOC413410"	"LOC413410"	chrNC_037644.1	-	1489968	1491231	1489968	1491039	1491180	1491231
700	"LOC102656682"	"LOC102656682"	chrNC_037652.1	+	8010033	8010452	8010033	8010224	8010423	8010452
701	"LOC100577827"	"LOC100577827"	chrNC_037639.1	-	10728121	10738248	10728121	10736684	10738008	10738248
702	"LOC107964069"	"LOC107964069"	chrNC_037639.1	-	6107119	6108079	6107119	6107363	6107688	6108079
703	"LOC102656548"	"LOC102656548"	chrNC_037644.1	-	2970359	2970748	2970359	2970530	2970659	2970748
704	"LOC410140"	"LOC410140"	chrNC_037644.1	+	3491879	3493372	3491879	3492730	3492924	3493372
705	"LOC410140"	"LOC410140"	chrNC_037644.1	+	3491879	3493372	3491879	3492848	3492924	3493372
706	"LOC725406"	"LOC725406"	chrNC_037644.1	-	5041782	5042578	5041782	5042068	5042337	5042578
707	"LOC725406"	"LOC725406"	chrNC_037644.1	-	5041688	5042578	5041688	5041844	5042377	5042578
708	"LOC725406"	"LOC725406"	chrNC_037644.1	-	5041782	5042578	5041782	5042068	5042377	5042578
709	"LOC100579011"	"LOC100579011"	chrNC_037639.1	+	2504788	2505065	2504788	2504888	2504963	2505065
710	"LOC100576606"	"LOC100576606"	chrNC_037644.1	+	7832519	7834665	7832519	7832748	7832853	7834665
711	"LOC100576606"	"LOC100576606"	chrNC_037644.1	+	7832519	7834665	7832519	7832748	7832856	7834665
712	"LOC550818"	"LOC550818"	chrNC_037644.1	+	7962238	7963988	7962238	7962520	7962649	7963988
713	"LOC724214"	"LOC724214"	chrNC_037640.1	-	9843323	9843758	9843323	9843425	9843521	9843758
714	"LOC724214"	"LOC724214"	chrNC_037640.1	-	9843323	9843758	9843323	9843428	9843521	9843758
715	"LOC100578388"	"LOC100578388"	chrNC_037648.1	-	16002589	16005787	16002589	16005493	16005577	16005787
716	"LOC412056"	"LOC412056"	chrNC_037653.1	+	7192242	7192832	7192242	7192560	7192648	7192832
717	"LOC100576504"	"LOC100576504"	chrNC_037646.1	+	11211753	11215137	11211753	11213728	11213797	11215137
718	"LOC413123"	"LOC413123"	chrNC_037649.1	-	5206056	5206259	5206056	5206089	5206149	5206259
719	"LOC551432"	"LOC551432"	chrNC_037645.1	-	1272931	1274537	1272931	1274249	1274314	1274537
720	"LOC413925"	"LOC413925"	chrNC_037647.1	+	10685085	10688886	10685085	10687122	10687194	10688886
721	"LOC551879"	"LOC551879"	chrNC_037644.1	+	10547811	10548271	10547811	10547971	10548076	10548271
722	"LOC411980"	"LOC411980"	chrNC_037643.1	-	1656208	1656650	1656208	1656374	1656443	1656650
723	"LOC724749"	"LOC724749"	chrNC_037644.1	+	10986619	10987375	10986619	10986901	10987159	10987375
724	"LOC413388"	"LOC413388"	chrNC_037640.1	+	2370021	2370251	2370021	2370072	2370147	2370251
725	"LOC413153"	"LOC413153"	chrNC_037644.1	+	2079243	2080106	2079243	2079377	2079484	2080106
726	"LOC100578540"	"LOC100578540"	chrNC_037648.1	-	13527379	13527903	13527379	13527720	13527794	13527903
727	"LOC102655868"	"LOC102655868"	chrNC_037644.1	-	12195500	12196358	12195500	12195886	12195962	12196358
728	"LOC102655868"	"LOC102655868"	chrNC_037644.1	-	12196438	12197073	12196438	12196697	12196786	12197073
729	"LOC102655868"	"LOC102655868"	chrNC_037644.1	-	12196438	12197073	12196438	12196697	12196850	12197073
730	"LOC102655868"	"LOC102655868"	chrNC_037644.1	-	12196438	12197073	12196438	12196697	12197009	12197073
731	"LOC409274"	"LOC409274"	chrNC_037644.1	-	12287389	12287942	12287389	12287758	12287835	12287942
732	"LOC726771"	"LOC726771"	chrNC_037648.1	+	15499604	15499986	15499604	15499816	15499913	15499986
733	"LOC409045"	"LOC409045"	chrNC_037644.1	-	12756036	12756717	12756036	12756413	12756519	12756717
734	"LOC100577159"	"LOC100577159"	chrNC_037644.1	-	12995070	12996976	12995070	12995320	12995462	12996976
735	"LOC100577018"	"LOC100577018"	chrNC_037644.1	-	13333493	13334263	13333493	13333650	13333744	13334263
736	"LOC408677"	"LOC408677"	chrNC_037639.1	-	14687040	14696418	14687040	14696139	14696325	14696418
737	"LOC408677"	"LOC408677"	chrNC_037639.1	-	14687040	14697533	14687040	14696418	14696697	14697533
738	"LOC408677"	"LOC408677"	chrNC_037639.1	-	14687040	14697533	14687040	14696426	14697170	14697533
739	"LOC408677"	"LOC408677"	chrNC_037639.1	-	14687040	14697533	14687040	14696519	14697170	14697533
740	"LOC411696"	"LOC411696"	chrNC_037644.1	-	13471505	13471994	13471505	13471738	13471801	13471994
741	"LOC551804"	"LOC551804"	chrNC_037644.1	+	13553057	13554409	13553057	13553255	13553409	13554409
742	"Dnmt1a"	"Dnmt1a"	chrNC_037647.1	+	12034474	12034838	12034474	12034633	12034794	12034838
743	"LOC724706"	"LOC724706"	chrNC_037644.1	+	13740187	13741314	13740187	13740681	13741215	13741314
744	"LOC408903"	"LOC408903"	chrNC_037644.1	-	13767347	13768358	13767347	13767535	13767932	13768358
745	"LOC100578269"	"LOC100578269"	chrNC_037644.1	-	13794068	13794625	13794068	13794278	13794438	13794625
746	"LOC725482"	"LOC725482"	chrNC_037644.1	+	13940440	13940963	13940440	13940779	13940845	13940963
747	"LOC413616"	"LOC413616"	chrNC_037645.1	-	288272	289186	288272	288348	288845	289186
748	"LOC552003"	"LOC552003"	chrNC_037645.1	-	7758764	7759223	7758764	7758905	7758982	7759223
749	"LOC552003"	"LOC552003"	chrNC_037645.1	-	7758764	7759223	7758764	7758905	7758987	7759223
750	"LOC411238"	"LOC411238"	chrNC_037645.1	-	847597	848250	847597	847909	848007	848250
751	"LOC100576381"	"LOC100576381"	chrNC_037645.1	-	1328943	1329977	1328943	1329608	1329755	1329977
752	"LOC113218918"	"LOC113218918"	chrNC_037645.1	-	1447727	1449032	1447727	1448087	1448165	1449032
753	"LOC552710"	"LOC552710"	chrNC_037645.1	+	1575127	1575540	1575127	1575254	1575311	1575540
754	"LOC411693"	"LOC411693"	chrNC_037645.1	+	1625750	1626115	1625750	1625870	1625938	1626115
755	"LOC107964632"	"LOC107964632"	chrNC_037643.1	+	15064840	15065299	15064840	15065014	15065088	15065299
756	"LOC726339"	"LOC726339"	chrNC_037645.1	+	6990560	6995924	6990560	6994352	6994502	6995924
757	"LOC100578558"	"LOC100578558"	chrNC_037653.1	-	3918490	3919733	3918490	3918779	3918854	3919733
758	"LOC100578558"	"LOC100578558"	chrNC_037653.1	-	3918490	3919733	3918490	3919091	3919210	3919733
759	"LOC726504"	"LOC726504"	chrNC_037645.1	+	1903998	1904768	1903998	1904562	1904619	1904768
760	"LOC410107"	"LOC410107"	chrNC_037645.1	-	1923983	1924710	1923983	1924425	1924587	1924710
761	"LOC724205"	"LOC724205"	chrNC_037650.1	-	4510290	4511062	4510290	4510676	4510756	4511062
762	"LOC102654776"	"LOC102654776"	chrNC_037643.1	-	8840277	8842599	8840277	8842240	8842323	8842599
