ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2088	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6761161	6761270	6769154	6769310	6751809	6751854	6791239	6791348
2089	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6761161	6761270	6783533	6783685	6751809	6751854	6791239	6791348
2090	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6761161	6761270	6769154	6769310	6751809	6751854	6810729	6810824
2091	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6761161	6761270	6798051	6798104	6751809	6751854	6810729	6810824
2092	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6762694	6762875	6769154	6769310	6751809	6751854	6791239	6791348
2093	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6762694	6762875	6783533	6783685	6751809	6751854	6791239	6791348
2094	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6762694	6762875	6769154	6769310	6761161	6761270	6783533	6783685
2095	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6762694	6762875	6769154	6769310	6761161	6761270	6791239	6791348
2096	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6769154	6769310	6783533	6783685	6751809	6751854	6791239	6791348
2097	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6769154	6769310	6798051	6798104	6751809	6751854	6810729	6810824
2098	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6769154	6769310	6791239	6791348	6761161	6761270	6798051	6798104
2099	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6769154	6769310	6783533	6783685	6762694	6762875	6791239	6791348
2101	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6769154	6769310	6791239	6791348	6762694	6762875	6810729	6810824
2102	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6769154	6769310	6791239	6791348	6762694	6762875	6818106	6818235
2103	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6791239	6791348	6798051	6798104	6769154	6769310	6810729	6810824
2104	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6791239	6791348	6798051	6798104	6769154	6769310	6818106	6818235
2105	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6791239	6791348	6810729	6810824	6769154	6769310	6818106	6818235
2106	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6798051	6798104	6810729	6810824	6751809	6751854	6818106	6818235
2108	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6798051	6798104	6810729	6810824	6791239	6791348	6818106	6818235
2109	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6810729	6810824	6818106	6818235	6769154	6769310	6828811	6829299
2110	"LOC552377"	"LOC552377"	chrNC_037650.1	-	6810729	6810824	6818106	6818235	6798051	6798104	6828811	6829299
2112	"LOC552527"	"LOC552527"	chrNC_037641.1	-	165504	165678	165753	165861	164897	165409	165961	166126
2113	"LOC100578042"	"LOC100578042"	chrNC_037638.1	+	3968970	3969202	3971546	3971729	3967579	3968182	3972169	3972405
2115	"LOC410706"	"LOC410706"	chrNC_037638.1	-	16173866	16175589	16200015	16200176	16173406	16173744	16240906	16240978
2116	"5-HT1"	"5-HT1"	chrNC_037650.1	+	4753619	4754086	4763104	4763238	4686308	4686538	4781681	4781825
2117	"5-HT1"	"5-HT1"	chrNC_037650.1	+	4763104	4763238	4781681	4781825	4753619	4754086	4782554	4782710
2118	"LOC408715"	"LOC408715"	chrNC_037639.1	+	5144537	5144696	5147153	5147282	5125419	5125627	5210944	5211162
2119	"LOC408715"	"LOC408715"	chrNC_037639.1	+	5147153	5147282	5210944	5211162	5144537	5144696	5214504	5214580
2120	"LOC408715"	"LOC408715"	chrNC_037639.1	+	5210944	5211162	5214504	5214580	5147153	5147282	5231957	5232280
2121	"LOC408715"	"LOC408715"	chrNC_037639.1	+	5210944	5211162	5214504	5214580	5147153	5147282	5265355	5265412
2122	"LOC408715"	"LOC408715"	chrNC_037639.1	+	5266157	5266244	5282143	5282242	5265355	5265412	5288443	5295404
2123	"LOC100578420"	"LOC100578420"	chrNC_037639.1	+	5370996	5371116	5377586	5379527	5329093	5329475	5382675	5382874
2124	"LOC408710"	"LOC408710"	chrNC_037639.1	-	5957090	5957335	5957936	5958017	5924158	5924254	5958347	5958454
2125	"LOC408710"	"LOC408710"	chrNC_037639.1	-	5962439	5962752	5962960	5963077	5962251	5962285	5963159	5963281
2126	"LOC408435"	"LOC408435"	chrNC_037650.1	-	7685683	7685820	7692776	7692860	7679754	7685425	7694071	7694128
2127	"LOC408435"	"LOC408435"	chrNC_037650.1	-	7685683	7685820	7692776	7692860	7679754	7685425	7695088	7695269
2128	"LOC408435"	"LOC408435"	chrNC_037650.1	-	7692776	7692860	7694071	7694128	7685683	7685820	7695088	7695269
2129	"LOC724481"	"LOC724481"	chrNC_037641.1	-	10214725	10214885	10215037	10215078	10214457	10214576	10215179	10215359
2130	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1580176	1580375	1670494	1670553	1579801	1579997	1729073	1729218
2131	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1580935	1580994	1670494	1670553	1579802	1579997	1729073	1729218
2132	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1580935	1580994	1670494	1670553	1579802	1580375	1729073	1729218
2133	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1580935	1580994	1729073	1729218	1579803	1580375	1742240	1742362
2134	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1742225	1742362	1742760	1742912	1729073	1729218	1743250	1743378
2135	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1742240	1742362	1742760	1742912	1729073	1729218	1743250	1743378
2136	"LOC552405"	"LOC552405"	chrNC_037639.1	+	6284944	6285059	6285192	6285388	6284667	6284873	6285496	6285863
2137	"LOC724195"	"LOC724195"	chrNC_037638.1	-	20704960	20705139	20767164	20767437	20697636	20700310	20771795	20771939
2138	"LOC724195"	"LOC724195"	chrNC_037638.1	-	20767164	20767437	20771795	20771939	20704960	20705139	20781374	20781497
2139	"LOC100576850"	"LOC100576850"	chrNC_037641.1	+	9741	9981	10314	10384	9290	9626	10453	10489
2140	"LOC411719"	"LOC411719"	chrNC_037648.1	-	7062668	7062830	7063372	7063505	7062427	7062596	7063639	7063793
2141	"LOC411719"	"LOC411719"	chrNC_037648.1	-	7063372	7063505	7063639	7063793	7062668	7062830	7063929	7064019
2142	"LOC100577522"	"LOC100577522"	chrNC_037638.1	-	18017298	18018269	18023478	18023625	18014783	18014881	18118918	18118978
2143	"LOC100577522"	"LOC100577522"	chrNC_037638.1	-	18023478	18023625	18118918	18118978	18017298	18018269	18194272	18195042
2144	"LOC409818"	"LOC409818"	chrNC_037642.1	+	8314838	8314930	8336317	8336509	8294395	8294668	8343898	8344063
2145	"LOC409818"	"LOC409818"	chrNC_037642.1	+	8336293	8336509	8343898	8344063	8314838	8314930	8361536	8361695
2146	"LOC409818"	"LOC409818"	chrNC_037642.1	+	8336317	8336509	8343898	8344063	8314838	8314930	8361536	8361695
2147	"LOC409818"	"LOC409818"	chrNC_037642.1	+	8343898	8344063	8361536	8361695	8336293	8336509	8367777	8367949
2149	"Para"	"Para"	chrNC_037646.1	-	6470087	6470179	6473526	6473655	6469060	6469273	6476042	6476248
2150	"LOC725588"	"LOC725588"	chrNC_037639.1	+	6669075	6669232	6670347	6670464	6656260	6662342	6675811	6675993
2151	"LOC102655706"	"LOC102655706"	chrNC_037639.1	-	3152245	3152329	3176460	3176544	3097200	3097266	3356372	3356435
2153	"LOC100576384"	"LOC100576384"	chrNC_037653.1	+	5936979	5937069	5937364	5937388	5935898	5936283	5938041	5943899
2154	"LOC410060"	"LOC410060"	chrNC_037647.1	+	293044	293891	299852	300148	282568	283896	323014	323284
2155	"LOC410060"	"LOC410060"	chrNC_037647.1	+	299852	300148	323014	323284	282568	283896	338151	338356
2156	"LOC410060"	"LOC410060"	chrNC_037647.1	+	299852	300148	327741	327966	282568	283896	338151	338356
2157	"LOC410060"	"LOC410060"	chrNC_037647.1	+	299852	300148	323014	323284	293044	293891	327741	327966
2158	"LOC410060"	"LOC410060"	chrNC_037647.1	+	299852	300148	323014	323284	293044	293891	338151	338356
2159	"LOC410060"	"LOC410060"	chrNC_037647.1	+	323014	323284	327741	327966	282568	283896	338151	338356
2160	"LOC410060"	"LOC410060"	chrNC_037647.1	+	327741	327966	338151	338356	323014	323284	342961	343391
2161	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7059447	7059488	7365455	7365537	7055158	7056631	7491056	7491141
2162	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7742314	7742397	7750165	7750198	7659394	7659443	7751594	7751678
2163	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7742314	7742397	7782955	7783021	7659394	7659443	7788885	7788950
2164	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7743233	7743318	7750165	7750198	7742314	7742397	7751594	7751678
2165	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7743233	7743318	7751594	7751678	7742314	7742397	7781625	7781730
2166	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7743233	7743318	7751594	7751678	7742314	7742397	7782955	7783021
2167	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7743233	7743318	7788885	7788950	7742314	7742397	7789691	7794461
2168	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7750165	7750198	7751594	7751678	7743233	7743318	7781625	7781730
2169	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7750165	7750198	7751594	7751678	7743233	7743318	7782955	7783021
2170	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7750165	7750198	7781625	7781730	7743233	7743318	7782955	7783021
2171	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7750165	7750198	7782955	7783021	7743233	7743318	7787217	7787495
2172	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7750165	7750198	7751594	7751678	7743233	7743318	7788885	7788950
2173	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7781625	7781730	7659394	7659443	7782955	7783021
2174	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7782955	7783021	7659394	7659443	7787217	7787495
2175	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7781625	7781730	7743233	7743318	7782955	7783021
2176	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7781625	7781730	7750165	7750198	7782955	7783021
2177	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7782955	7783021	7750165	7750198	7787217	7787495
2178	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7782955	7783021	7750165	7750198	7788885	7788950
2179	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7751594	7751678	7787217	7787495	7750165	7750198	7788885	7788950
2183	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7781625	7781730	7782955	7783021	7751594	7751678	7787217	7787495
2184	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7782955	7783021	7788885	7788950	7743233	7743318	7789691	7794461
2185	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7782955	7783021	7787217	7787495	7750165	7750198	7788885	7788950
2186	"LOC551123"	"LOC551123"	chrNC_037639.1	+	7782955	7783021	7788885	7788950	7751594	7751678	7789691	7794461
2187	"LOC100577268"	"LOC100577268"	chrNC_037639.1	+	7831043	7831294	7836052	7836300	7814437	7814922	7836969	7838151
2188	"LOC100578349"	"LOC100578349"	chrNC_037640.1	-	1356626	1356745	1377359	1378098	1342115	1342209	1385322	1385567
2189	"LOC100578586"	"LOC100578586"	chrNC_037639.1	+	1794538	1794727	1806929	1807132	1788543	1788565	1810551	1812569
2190	"LOC100578611"	"LOC100578611"	chrNC_037639.1	+	9240701	9240818	9272051	9272164	9215563	9215747	9282673	9282839
2191	"LOC100578611"	"LOC100578611"	chrNC_037639.1	+	9272051	9272164	9282673	9282839	9240701	9240818	9325423	9325552
2192	"LOC100578611"	"LOC100578611"	chrNC_037639.1	+	9349037	9349199	9350675	9350952	9348528	9348707	9353559	9353701
2193	"LOC412897"	"LOC412897"	chrNC_037641.1	+	12486260	12486457	12493626	12493867	12441064	12441595	12493974	12494147
2194	"LOC412897"	"LOC412897"	chrNC_037641.1	+	12493626	12493867	12493974	12494147	12486260	12486457	12494382	12494599
2195	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1009185	1009286	1014919	1015123	1005000	1005300	1015192	1015291
2196	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1009982	1010102	1014919	1015123	1009185	1009435	1015192	1015291
2197	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1016205	1017042	1018351	1019024	1015192	1015291	1019561	1019722
2198	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1016205	1017334	1018351	1019024	1015192	1015291	1019561	1019722
2199	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1016205	1017334	1023076	1023273	1015192	1015291	1023671	1024684
2200	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1016205	1017334	1023076	1023281	1015192	1015291	1023671	1024684
2201	"LOC408660"	"LOC408660"	chrNC_037639.1	-	15290332	15290561	15290758	15290870	15288929	15289758	15292156	15292288
2202	"LOC408660"	"LOC408660"	chrNC_037639.1	-	15290336	15290561	15290758	15290870	15289609	15289758	15292156	15292288
2203	"LOC408660"	"LOC408660"	chrNC_037639.1	-	15290758	15290870	15292156	15292288	15289615	15290561	15292357	15292450
2204	"LOC408660"	"LOC408660"	chrNC_037639.1	-	15290758	15290870	15292529	15292662	15289615	15290561	15299395	15299912
2205	"LOC408660"	"LOC408660"	chrNC_037639.1	-	15292156	15292288	15292357	15292450	15290758	15290870	15292529	15292633
2206	"LOC409246"	"LOC409246"	chrNC_037639.1	+	9518650	9518939	9523021	9523161	9516147	9516696	9523274	9523339
2207	"LOC100577385"	"LOC100577385"	chrNC_037644.1	+	9338597	9338966	9340120	9340932	9337757	9338017	9342440	9342665
2208	"LOC413874"	"LOC413874"	chrNC_037640.1	+	3824689	3825032	3827796	3828007	3822207	3822438	3830280	3831034
2209	"LOC107966098"	"LOC107966098"	chrNC_037639.1	-	9996611	9996765	9997622	9997703	9995784	9996071	9997828	9998008
2210	"LOC409807"	"LOC409807"	chrNC_037638.1	+	6139483	6139649	6146886	6147188	6137598	6138278	6150295	6150801
2211	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15697510	15698020	15700108	15700271	15692578	15692749	15700810	15700952
2213	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15698312	15698334	15700810	15700952	15697510	15698020	15705062	15705286
2215	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15710940	15710997	15711181	15711232	15710796	15710862	15711295	15711340
2216	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15711984	15712038	15712314	15712368	15711840	15711894	15712502	15712556
2217	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15713637	15713694	15713058	15713109	15716996	15717053
2218	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15716831	15716888	15713058	15713109	15716996	15717053
2219	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15713637	15713694	15713058	15713109	15717153	15717210
2220	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15716996	15717053	15713058	15713109	15717153	15717210
2221	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15717153	15717210	15713058	15713109	15717303	15717360
2222	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15716996	15717053	15713058	15713109	15717460	15717514
2223	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15717153	15717210	15713058	15713109	15717460	15717514
2224	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15717303	15717360	15713058	15713109	15717460	15717514
2225	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713227	15713266	15717460	15717514	15713058	15713109	15717894	15717939
2226	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713349	15713400	15713637	15713694	15713227	15713266	15713797	15713854
2227	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713349	15713400	15713637	15713694	15713227	15713266	15716996	15717053
2228	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713349	15713400	15716831	15716888	15713227	15713266	15716996	15717053
2229	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713349	15713400	15713637	15713694	15713227	15713266	15717153	15717210
2230	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713349	15713400	15716996	15717053	15713227	15713266	15717153	15717210
2231	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713349	15713400	15717153	15717210	15713227	15713266	15717303	15717360
2232	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713499	15713547	15716996	15717053	15713349	15713400	15717153	15717210
2233	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713499	15713553	15713637	15713694	15713349	15713400	15713797	15713854
2234	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713499	15713553	15717153	15717210	15713349	15713400	15717303	15717360
2235	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15716831	15716888	15713058	15713109	15716996	15717053
2236	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15716996	15717053	15713058	15713109	15717153	15717210
2237	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15716831	15716888	15713227	15713266	15716996	15717053
2238	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15716996	15717053	15713227	15713266	15717153	15717210
2239	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15713797	15713854	15713349	15713400	15713958	15714015
2240	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15713797	15713854	15713349	15713400	15714118	15714175
2241	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15713797	15713854	15713499	15713553	15713958	15714015
2242	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15713797	15713854	15713499	15713553	15714118	15714175
2243	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713637	15713694	15716996	15717053	15713499	15713553	15717153	15717210
2245	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15713958	15714015	15713637	15713694	15716831	15716888
2246	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15713958	15714015	15713637	15713694	15716996	15717053
2247	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15714118	15714175	15713637	15713694	15716996	15717053
2248	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15713958	15714015	15713637	15713694	15717153	15717210
2249	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15714118	15714175	15713637	15713694	15717153	15717210
2250	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15716996	15717053	15713637	15713694	15717153	15717210
2251	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15714118	15714175	15713637	15713694	15717303	15717360
2252	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15717153	15717210	15713637	15713694	15717303	15717360
2253	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15716996	15717053	15713637	15713694	15717460	15717514
2254	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15717153	15717210	15713637	15713694	15717460	15717514
2255	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713797	15713854	15713958	15714015	15713637	15713694	15717894	15717939
2257	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15714118	15714175	15713637	15713694	15716996	15717053
2258	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15714118	15714175	15713637	15713694	15717153	15717210
2259	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15716996	15717053	15713637	15713694	15717153	15717210
2262	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15714118	15714175	15713797	15713854	15716996	15717053
2263	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15716183	15716240	15713797	15713854	15716996	15717053
2264	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15716831	15716888	15713797	15713854	15716996	15717053
2265	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15714118	15714175	15713797	15713854	15717153	15717210
2266	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15716996	15717053	15713797	15713854	15717153	15717210
2267	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15713958	15714015	15717460	15717514	15713797	15713854	15717894	15717939
2268	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15716996	15717053	15713637	15713694	15717153	15717210
2269	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15717153	15717210	15713637	15713694	15717303	15717360
2270	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15716183	15716240	15713797	15713854	15716996	15717053
2271	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15716831	15716888	15713797	15713854	15716996	15717053
2272	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15716996	15717053	15713797	15713854	15717153	15717210
2273	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15717153	15717210	15713797	15713854	15717303	15717360
2276	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15714284	15714341	15713958	15714015	15716996	15717053
2277	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15714609	15714666	15713958	15714015	15716996	15717053
2278	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15716831	15716888	15713958	15714015	15716996	15717053
2279	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15716996	15717053	15713958	15714015	15717153	15717210
2280	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714118	15714175	15717153	15717210	15713958	15714015	15717303	15717360
2281	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714284	15714341	15714609	15714666	15713958	15714015	15716996	15717053
2282	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714284	15714341	15716831	15716888	15713958	15714015	15716996	15717053
2284	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714284	15714341	15714609	15714666	15714118	15714175	15716996	15717053
2285	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714443	15714500	15714609	15714666	15713958	15714015	15716662	15716719
2286	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714443	15714500	15714609	15714666	15714118	15714175	15716662	15716719
2288	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714443	15714500	15714609	15714666	15714284	15714341	15716662	15716719
2289	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714609	15714666	15716831	15716888	15713958	15714015	15716996	15717053
2290	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714609	15714666	15714768	15714825	15714443	15714500	15716996	15717053
2291	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714609	15714666	15716662	15716719	15714443	15714500	15716996	15717053
2292	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15715243	15715300	15714443	15714500	15715409	15715466
2293	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716662	15716719	15714443	15714500	15716831	15716888
2294	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716662	15716719	15714443	15714500	15716996	15717053
2295	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716662	15716719	15714443	15714500	15717153	15717210
2297	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716662	15716719	15714609	15714666	15716831	15716888
2298	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15715088	15715145	15714609	15714666	15716996	15717053
2299	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716183	15716240	15714609	15714666	15716996	15717053
2300	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716662	15716719	15714609	15714666	15716996	15717053
2301	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716662	15716719	15714609	15714666	15717153	15717210
2302	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714768	15714825	15716996	15717053	15714609	15714666	15717153	15717210
2303	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714922	15714979	15715088	15715145	15714768	15714825	15716996	15717053
2304	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714922	15714979	15716831	15716888	15714768	15714825	15716996	15717053
2305	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15714922	15714979	15716996	15717053	15714768	15714825	15717153	15717210
2306	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15715088	15715145	15716183	15716240	15714609	15714666	15716996	15717053
2307	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15715088	15715145	15716662	15716719	15714609	15714666	15716996	15717053
2308	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15715088	15715145	15716831	15716888	15714768	15714825	15716996	15717053
2309	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15715088	15715145	15716183	15716240	15714922	15714979	15716996	15717053
2310	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15715088	15715145	15716831	15716888	15714922	15714979	15716996	15717053
2311	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716183	15716240	15716831	15716888	15713797	15713854	15716996	15717053
2312	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716183	15716240	15716662	15716719	15714609	15714666	15716996	15717053
2313	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716183	15716240	15716831	15716888	15714922	15714979	15716996	15717053
2314	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716343	15716400	15716662	15716719	15716183	15716240	15716831	15716888
2315	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716343	15716400	15716662	15716719	15716183	15716240	15716996	15717053
2316	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716507	15716564	15716996	15717053	15713227	15713266	15717460	15717514
2317	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716507	15716564	15717153	15717210	15713227	15713266	15717460	15717514
2318	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716507	15716564	15717303	15717360	15713227	15713266	15717460	15717514
2319	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716507	15716564	15716662	15716719	15716343	15716400	15716831	15716888
2320	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716507	15716564	15716662	15716719	15716343	15716400	15717460	15717514
2321	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716507	15716564	15716996	15717053	15716343	15716400	15717460	15717514
2322	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716662	15716719	15716996	15717053	15714609	15714666	15717153	15717210
2323	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716662	15716719	15716996	15717053	15714609	15714666	15717460	15717514
2324	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716662	15716719	15716831	15716888	15716343	15716400	15716996	15717053
2325	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716662	15716719	15716996	15717053	15716343	15716400	15717153	15717210
2326	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716662	15716719	15716996	15717053	15716343	15716400	15717460	15717514
2327	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716662	15716719	15716831	15716888	15716507	15716564	15716996	15717053
2328	"LOC409821"	"LOC409821"	chrNC_037639.1	+	15716996	15717053	15717153	15717210	15709935	15710001	15717460	15717514
