ID	GeneID	geneSymbol	PValue	FDR	IncLevelDifference	PSI_1	PSI_2	Chr	Strand	exon_long	exon_short	exon_flanking
1277	LOC412588	NA	1	1	-0.002	1,1,0.991,0.997	0.995,1,1,1,1	chrNC_037638.1	-	9091926-9092480	9091926-9092264	9094162-9094335
1278	LOC412588	NA	1	1	-0.002	1,1,0.991,0.997	0.995,1,1,1,1	chrNC_037638.1	-	9091926-9092566	9091926-9092264	9094162-9094335
1279	LOC412588	NA	1	1	-0.002	1,1,0.991,0.997	0.995,1,1,1,1	chrNC_037638.1	-	9091926-9092588	9091926-9092264	9094162-9094335
1280	LOC412588	NA	0.250298469537	0.412130691461898	-0.008	1,1,0.844,0.901	1,0.905,1,1,0.815	chrNC_037638.1	-	9091926-9092480	9091926-9092477	9094162-9094335
1281	LOC412588	NA	1	1	0.001	1,1,0.981,0.985	1,0.974,1,1,0.98	chrNC_037638.1	-	9091926-9092566	9091926-9092477	9094162-9094335
1282	LOC412588	NA	1	1	0.001	1,1,0.985,0.988	1,0.977,1,1,0.982	chrNC_037638.1	-	9091926-9092588	9091926-9092477	9094162-9094335
1283	LOC412588	NA	0.536057271353	0.763535449233424	0.01	0.956,0.922,0.937,0.906	0.948,0.84,0.952,0.929,0.933	chrNC_037638.1	-	9091926-9092566	9091926-9092480	9094162-9094335
1284	LOC412588	NA	0.305906074519	0.483933380181697	0.014	0.963,0.935,0.948,0.925	0.951,0.857,0.958,0.937,0.941	chrNC_037638.1	-	9091926-9092588	9091926-9092480	9094162-9094335
1285	LOC412588	NA	0.253165308126	0.415332521285035	-0.029	0.95,1,1,0.933	1,1,1,1,1	chrNC_037638.1	-	9091926-9092588	9091926-9092566	9094162-9094335
1286	LOC412588	NA	2.65343302885e-14	2.84506985871139e-13	-0.049	0.92,0.959,0.901,0.937	0.97,0.984,0.992,0.98,0.967	chrNC_037638.1	-	9091926-9092477	9091926-9092264	9095309-9095717
1287	LOC412588	NA	2.38697950294e-14	2.57984744677755e-13	-0.05	0.92,0.959,0.901,0.937	0.97,0.984,0.992,0.981,0.967	chrNC_037638.1	-	9091926-9092480	9091926-9092264	9095309-9095717
1288	LOC412588	NA	3.01980662698e-14	3.22510573363635e-13	-0.049	0.92,0.959,0.901,0.937	0.97,0.984,0.992,0.98,0.967	chrNC_037638.1	-	9091926-9092588	9091926-9092264	9095309-9095717
1289	LOC412588	NA	0.00768752430943	0.0189349960657063	0.103	1,1,1,1	0.551,1,1,0.934,1	chrNC_037638.1	-	9091926-9092480	9091926-9092477	9095309-9095717
1290	LOC412588	NA	1	1	0.017	1,1,1,1	0.926,1,1,0.991,1	chrNC_037638.1	-	9091926-9092588	9091926-9092477	9095309-9095717
1291	LOC412588	NA	1.36056039178e-05	5.67320089288512e-05	0.031	1,0.981,1,0.983	0.961,0.918,1,0.946,0.974	chrNC_037638.1	-	9091926-9092588	9091926-9092480	9095309-9095717
1292	LOC100576512	NA	0.00501332610774	0.0128034093980279	-0.087	0.582,0.523,0.421,0.436	0.597,0.603,0.569,0.585,0.532	chrNC_037639.1	-	6742025-6743707	6742025-6743680	6744130-6744208
1293	LOC107964289	NA	0.583101620781	0.813678243260842	-0.149	0.861,0.148,0.269,1	0.73,0.896,0.741,0.901,0.323	chrNC_037641.1	-	12061276-12062888	12061276-12062881	12063033-12063346
1294	LOC724973	NA	0.900862348457	1	-0.09	0.357,1,0.789,0.791	0.969,0.855,0.714,0.733,0.85	chrNC_037641.1	+	12807653-12808206	12808038-12808206	12792103-12792412
1295	LOC724973	NA	3.40902900353e-08	1.95152465413942e-07	0.149	1,1,0.914,0.941	0.757,0.825,0.901,0.808,0.783	chrNC_037641.1	+	12807653-12808206	12808038-12808206	12799092-12799611
1296	LOC724973	NA	0.0120750604324	0.0281508311374847	0.13	0.745,0.711,1,0.662	0.765,0.59,0.508,0.66,0.726	chrNC_037641.1	+	12807653-12808206	12808038-12808206	12799092-12799921
1297	LOC724973	NA	0.226090641635	0.378498707371605	-0.086	0.5,0.768,0.978,0.869	0.939,0.935,0.815,0.98,0.654	chrNC_037641.1	+	12807653-12808206	12808038-12808206	12805850-12806815
1298	LOC410161	NA	0.000139681529473	0.000487622083509103	-0.069	0.219,0.128,0.236,0.21	0.24,0.278,0.25,0.287,0.28	chrNC_037640.1	+	355500-355811	355518-355811	354899-355017
1299	LOC410161	NA	0.000389064777756	0.00123822500529648	-0.089	0.902,0.767,0.766,0.944	0.871,0.95,0.953,0.954,0.94	chrNC_037640.1	+	361147-361831	361774-361831	360280-360648
1302	LOC724737	NA	0.0133996313652	0.0309187053362685	-0.055	1,1,0.778,1	1,1,1,1,1	chrNC_037640.1	-	12612443-12613141	12612443-12612888	12613261-12617841
1303	LOC102653642	NA	1.48287239632e-06	7.0416893055477e-06	-0.068	0.957,0.937,0.887,0.949	1,1,1,1,1	chrNC_037638.1	+	11382755-11383284	11383011-11383284	11381443-11381582
1305	LOC726875	NA	0.489598654874	0.711999766130004	-0.036	0.629,0.749,0.958,0.835	0.801,0.862,0.873,0.83,0.778	chrNC_037648.1	+	14314627-14315024	14314640-14315024	14314137-14314411
1306	LOC411405	NA	2.13221520896e-05	8.59887387255212e-05	-0.053	0.916,0.975,0.898,1	1,1,1,1,1	chrNC_037638.1	-	5687730-5687894	5687730-5687855	5688103-5688195
1307	LOC551749	NA	0	0	-0.092	0.053,0.03,0.053,0.059	0.205,0.12,0.116,0.114,0.149	chrNC_037643.1	-	10849898-10850000	10849898-10849990	10850079-10850209
1309	LOC100577367	NA	0.251112617554	0.412967920043158	-0.006	0.062,0.068,0.032,0.025	0.042,0.063,0.032,0.051,0.075	chrNC_037650.1	-	2439576-2439666	2439576-2439633	2439721-2439809
1310	LOC102654555	NA	0.00287817791922	0.00769222229251478	-0.026	0.883,0.944,0.901,0.949	0.952,0.928,0.945,0.966,0.934	chrNC_037638.1	+	10737841-10738038	10737844-10738038	10737547-10737763
1311	LOC410096	NA	0.00250287703957	0.00676794971106436	0.057	0.099,0.137,0.275,0.158	0.102,0.146,0.096,0.126,0.081	chrNC_037642.1	-	13635870-13636108	13635870-13635994	13636201-13636244
1312	LOC410096	NA	0.257396069981	0.420740581420848	-0.015	1,0.967,0.981,0.993	1,1,1,1,1	chrNC_037642.1	-	13636201-13636342	13636201-13636244	13637383-13637495
1313	LOC725606	NA	0.336967588774	0.526597122537506	-0.095	0.738,0.875,0.72,0.458	0.501,0.726,1,1,0.738	chrNC_037638.1	-	5979449-5979680	5979449-5979670	5980046-5980331
1315	LOC413946	NA	1.12375918571e-08	6.88525469339778e-08	0.133	0.838,0.836,0.903,0.795	0.804,0.673,0.699,0.75,0.624	chrNC_037645.1	+	1879969-1880127	1879981-1880127	1876843-1877046
1316	LOC409902	NA	0.722839875764	0.955114208617584	-0.019	0.503,0.667,0.546,0.613	0.564,0.652,0.587,0.583,0.62	chrNC_037651.1	-	6803201-6803453	6803201-6803381	6804937-6804984
1317	LOC409902	NA	0.583390765324	0.813678243260842	0.013	0.489,0.596,0.476,0.559	0.449,0.553,0.518,0.526,0.538	chrNC_037651.1	-	6803201-6803456	6803201-6803381	6804937-6804984
1318	LOC409902	NA	0.571076438061	0.801583654878349	0.054	0.435,0.143,0.161,0.246	0.165,0.126,0.212,0.232,0.227	chrNC_037651.1	-	6803201-6803456	6803201-6803453	6804937-6804984
1319	LOC409902	NA	0.0112938270482	0.0265355832036838	-0.064	0.845,0.937,0.712,0.913	0.928,0.922,0.946,0.848,0.935	chrNC_037651.1	-	6803201-6803453	6803201-6803381	6805444-6805604
1320	LOC409902	NA	0.0429262336988	0.0878021827813456	-0.047	0.87,0.951,0.744,0.933	0.937,0.929,0.95,0.851,0.943	chrNC_037651.1	-	6803201-6803456	6803201-6803381	6805444-6805604
1321	LOC409902	NA	0.0195499907308	0.0436202105323052	0.086	0.662,0.746,0.582,0.736	0.581,0.627,0.59,0.537,0.642	chrNC_037651.1	-	6803201-6803456	6803201-6803453	6805444-6805604
1322	LOC409902	NA	0.843464151126	1	0.006	0.645,0.485,0.301,0.349	0.441,0.522,0.448,0.396,0.39	chrNC_037651.1	-	6806946-6807105	6806946-6807102	6807702-6807845
1323	LOC409902	NA	7.81727266876e-05	0.000286987374334097	-0.084	0.115,0.12,0.127,0.209	0.113,0.29,0.214,0.269,0.246	chrNC_037651.1	-	6806946-6807105	6806946-6807102	6807720-6807845
1324	LOC410604	NA	0.0226451208302	0.0498266420872967	0.118	0.341,0.636,0.432,0.33	0.329,0.223,0.302,0.32,0.409	chrNC_037652.1	+	6932692-6936706	6932712-6936706	6932453-6932616
1325	LOC410604	NA	0.129448848182	0.234430822914051	-0.014	0.133,0.124,0.11,0.112	0.155,0.103,0.113,0.131,0.168	chrNC_037652.1	+	6932692-6936706	6932712-6936706	6932453-6932620
1326	LOC503505	NA	6.39618871201e-08	3.54876835725894e-07	0.07	0.758,0.753,0.808,0.756	0.701,0.69,0.704,0.7,0.697	chrNC_037638.1	+	6273884-6274011	6273896-6274011	6259199-6259402
1330	LOC100578799	NA	1	1	-0.005	1,0.979,1,1	1,1,1,1,1	chrNC_037642.1	-	10736278-10737162	10736278-10736602	10738401-10738584
1331	LOC100579059	NA	1.20379067825e-08	7.34230792919074e-08	0.166	0.224,0.2,0.36,0.359	0.155,0.086,0.057,0.215,0.084	chrNC_037638.1	-	6307742-6310418	6307742-6309482	6310490-6310780
1332	LOC409243	NA	0.000957639928502	0.00282482869739345	0.079	1,1,0.91,0.943	0.913,0.889,0.887,0.918,0.812	chrNC_037645.1	+	7340895-7340951	7340898-7340951	7340350-7340477
1333	LOC409243	NA	1.00574230388e-07	5.41337789857323e-07	-0.129	0.422,0.383,0.331,0.353	0.531,0.483,0.535,0.464,0.494	chrNC_037645.1	+	7342121-7342189	7342124-7342189	7341558-7341725
1334	LOC551360	NA	0.479233403064	0.701836669419473	0.031	0.389,0.382,0.361,0.386	0.337,0.445,0.264,0.37,0.327	chrNC_037647.1	-	11030079-11032768	11030079-11032765	11032947-11033238
1335	LOC413669	NA	0.00014843374128	0.000515511528198663	-0.039	0.015,0.05,0.029,0.048	0.058,0.074,0.097,0.056,0.089	chrNC_037641.1	-	3357829-3357957	3357829-3357934	3359383-3359500
1336	LOC413669	NA	2.56574963498e-07	1.33320298340692e-06	-0.117	0.333,0.241,0.225,0.281	0.362,0.436,0.409,0.366,0.362	chrNC_037641.1	-	3368319-3368456	3368319-3368453	3368513-3368688
1337	LOC413669	NA	0.905525708074	1	-0.006	0.05,0.039,0.095,0.073	0.08,0.069,0.069,0.055,0.077	chrNC_037641.1	-	3368879-3369043	3368879-3369031	3369526-3369610
1338	LOC100576132	NA	0.295892245817	0.471126015437557	0.108	0.907,0.913,0.942,1	1,0.501,0.981,0.698,0.98	chrNC_037638.1	+	24226983-24227086	24227029-24227086	24226697-24226887
1339	LOC100576132	NA	0.254579635523	0.417146255417311	-0.017	0.775,0.778,0.734,0.776	0.788,0.761,0.828,0.799,0.737	chrNC_037638.1	+	24233489-24233719	24233492-24233719	24233297-24233403
1340	Usp	NA	0.0977934103543	0.185040047306293	-0.029	0.666,0.714,0.721,0.758	0.735,0.751,0.739,0.781,0.713	chrNC_037646.1	-	7406148-7406473	7406148-7406434	7407427-7407733
1341	Usp	NA	1	1	0.001	1,1,1,1	1,1,1,1,0.997	chrNC_037646.1	-	7406148-7406473	7406148-7406434	7414582-7414743
1342	Usp	NA	0	0	-0.287	0.39,0.382,0.347,0.366	0.701,0.697,0.66,0.595,0.639	chrNC_037646.1	-	7414582-7414743	7414582-7414719	7415225-7415354
1343	LOC551670	NA	0.0231318920113	0.0506912994440654	0.073	0.59,0.8,0.868,0.666	0.722,0.656,0.694,0.603,0.616	chrNC_037638.1	-	11524184-11524383	11524184-11524263	11524574-11524767
1344	LOC725818	NA	1	1	-0.031	1,0.979,1,0.895	1,1,NA,NA,1	chrNC_037638.1	-	13205560-13205791	13205560-13205788	13209914-13210154
1345	LOC408590	NA	0	0	-0.208	0.552,0.548,0.647,0.681	0.765,0.842,0.81,0.81,0.847	chrNC_037638.1	+	11311130-11312275	11311133-11312275	11310949-11311039
1346	LOC408590	NA	0.526529744345	0.753682814132663	-0.241	0,0.934,1,0.766	1,0.771,1,0.869,0.94	chrNC_037638.1	+	11311130-11312275	11311133-11312275	11310949-11311053
1353	LOC100577254	NA	0.259682779982	0.423965481275749	0.011	0.975,0.993,0.947,0.941	0.916,1,1,0.953,0.898	chrNC_037638.1	+	6756961-6757205	6756976-6757205	6746887-6747093
1354	LOC100577254	NA	0.000298170366716	0.000973014892351005	0.314	0.827,0.789,0.951,0.775	0.346,0.456,0.956,0.513,0.335	chrNC_037638.1	+	6756961-6757205	6756976-6757205	6751701-6751721
1355	LOC100577254	NA	0.724544292476	0.956851748910143	0.011	0.062,0.057,0.082,0.048	0.018,0.05,0.01,0.087,0.092	chrNC_037638.1	+	6758261-6758371	6758279-6758371	6756961-6757205
1357	LOC410980	NA	0.000155807353995	0.000539041575537119	-0.109	0.275,0.33,0.309,0.279	0.379,0.425,0.339,0.409,0.485	chrNC_037641.1	-	13151576-13151822	13151576-13151819	13151905-13152286
1358	LOC410980	NA	0.0970194466523	0.183833481665158	-0.057	0.709,0.801,0.574,0.717	0.678,0.81,0.747,0.778,0.772	chrNC_037641.1	-	13152841-13153081	13152841-13153005	13153393-13153618
1359	LOC100576547	NA	1	1	-0.023	1,0.4,0.516,0.492	0,1,NA,1,0.5	chrNC_037638.1	-	5674994-5675318	5674994-5675164	5675752-5676181
1360	LOC411433	NA	3.61621843581e-12	3.25700740451954e-11	-0.258	0.484,0.891,0.82,0.718	1,1,1,0.929,1	chrNC_037648.1	-	14475634-14475993	14475634-14475983	14476082-14476184
1361	LOC413569	NA	0.0210069945289	0.0465634940255027	-0.073	0.464,0.417,0.313,0.379	0.469,0.488,0.445,0.477,0.45	chrNC_037651.1	+	10343144-10343167	10343162-10343167	10341836-10342120
1362	LOC413569	NA	0.000529958054196	0.00164970813644884	-0.021	0.04,0.033,0.032,0.044	0.044,0.044,0.074,0.059,0.069	chrNC_037651.1	+	10356626-10356846	10356647-10356846	10356429-10356568
1363	LOC412528	NA	0.297516625369	0.472707337019399	0.007	0.116,0.098,0.061,0.08	0.088,0.111,0.086,0.074,0.052	chrNC_037638.1	-	5046084-5046253	5046084-5046249	5048030-5048151
1364	LOC410669	NA	0.082694004527	0.158918350093851	-0.065	0.648,0.751,1,0.786	0.88,1,0.674,0.754,1	chrNC_037638.1	-	21769529-21769794	21769529-21769781	21769969-21770733
1366	LOC107966053	NA	0.742563959794	0.977305318735211	0.037	0.288,0.036,0.39,0.053	0.119,0.462,0.132,0,0.063	chrNC_037638.1	+	20606268-20606493	20606303-20606493	20605656-20605834
1368	LOC107966053	NA	0.726908412451	0.959504900069664	0.056	0.348,0.662,0.263,0.702	0.495,0.187,0.524,0.109,0.873	chrNC_037638.1	+	20608025-20608298	20608028-20608298	20607048-20607775
1369	LOC107966102	NA	1	1	0.009	1,1,0.998,1	0.979,0.989,0.998,0.995,0.993	chrNC_037639.1	-	9967997-9969107	9967997-9968388	9969757-9970013
1370	LOC107966102	NA	0.975922769039	1	0.014	1,1,0.997,1	0.967,0.983,0.996,0.991,0.989	chrNC_037639.1	-	9967997-9969202	9967997-9968388	9969757-9970013
1371	LOC107966102	NA	0.00839960652577	0.0205205577148558	-0.059	0.075,0.297,0.106,0.314	0.277,0.299,0.178,0.245,0.285	chrNC_037639.1	-	9967997-9969202	9967997-9969107	9969757-9970013
1372	LOC100577995	NA	0.0947109758454	0.179964174918615	-0.072	0.523,0.354,0.369,0.506	0.622,0.355,0.511,0.543,0.518	chrNC_037639.1	-	573845-574074	573845-574062	574159-574297
1373	LOC409666	NA	1	1	-0.286	0.452,NA,1,0.248	0.751,0.931,0.767,0.812,1	chrNC_037652.1	-	5898098-5898230	5898098-5898198	5898367-5898585
1374	LOC409666	NA	1	1	-0.25	0.618,NA,1,0.245	0.764,0.932,0.778,0.882,1	chrNC_037652.1	-	5898098-5898233	5898098-5898198	5898367-5898585
1376	LOC409666	NA	0.00214624048024	0.00590259718749638	-0.433	0.354,0,0.257,1	0.964,0.931,0.832,0.667,0.787	chrNC_037652.1	-	5898098-5898230	5898098-5898198	5908991-5909243
1377	LOC409666	NA	0.00120232894105	0.00348198585071501	-0.452	0.351,0,0.23,1	0.968,0.93,0.835,0.718,0.785	chrNC_037652.1	-	5898098-5898233	5898098-5898198	5908991-5909243
1379	LOC100578654	NA	0	0	0.281	0.997,0.947,0.902,0.983	0.715,0.571,0.714,0.707,0.676	chrNC_037639.1	-	14177588-14178640	14177588-14178580	14178726-14179174
1380	LOC102654521	NA	1	1	-0.215	NA,NA,0.571,1	NA,NA,1,1,1	chrNC_037645.1	-	8504873-8505241	8504873-8504966	8505324-8505489
1381	LOC102654521	NA	1	1	0.194	NA,1,NA,NA	NA,1,NA,0.735,0.684	chrNC_037645.1	-	8505555-8507267	8505555-8505996	8507410-8507483
1383	LOC409039	NA	0.281457468388	0.453487226943575	-0.033	0.833,0.789,0.67,0.836	0.85,0.788,0.805,0.8,0.832	chrNC_037639.1	+	6378503-6378711	6378506-6378711	6378087-6378427
1384	LOC551460	NA	1.92176075455e-05	7.87951071137193e-05	-0.147	0.212,0.267,0.327,0.378	0.385,0.457,0.408,0.52,0.446	chrNC_037643.1	-	17110008-17110644	17110008-17110617	17112011-17112365
1385	LOC551460	NA	0	0	0.332	0.529,0.396,0.518,0.493	0.128,0.176,0.163,0.168,0.126	chrNC_037643.1	-	17112011-17112365	17112011-17112353	17123669-17124925
1386	LOC551460	NA	1	1	0.084	NA,1,1,1	1,0.868,1,0.938,0.772	chrNC_037643.1	-	17110008-17110644	17110008-17110617	17126625-17126943
1387	LOC551460	NA	0	0	0.417	0.581,0.492,0.614,0.698	0.066,0.213,0.24,0.179,0.198	chrNC_037643.1	-	17112011-17112365	17112011-17112353	17126625-17126943
1388	LOC551460	NA	4.22910595432e-11	3.44188080981104e-10	0.307	1,1,1,1	0.735,0.401,0.857,0.735,0.735	chrNC_037643.1	-	17112011-17112365	17112011-17112353	17164545-17164745
1389	LOC409918	NA	4.67528740788e-06	2.08459184423956e-05	-0.083	0.196,0.196,0.274,0.148	0.28,0.287,0.293,0.275,0.298	chrNC_037652.1	-	2582519-2582750	2582519-2582732	2582938-2583107
1390	LOC100577562	NA	1.5090909633e-09	1.03491466569457e-08	-0.172	1,0.786,0.687,0.84	1,1,1,1,1	chrNC_037641.1	+	8856142-8859442	8856277-8859442	8855160-8855598
1391	LOC725408	NA	0.498208906862	0.721801858627949	-0.023	0.679,0.912,1,0.885	1,0.94,0.842,0.923,0.755	chrNC_037644.1	-	13820671-13821025	13820671-13821001	13821484-13821642
1393	LOC408577	NA	0.00147234656415	0.00420982054638444	0.214	1,0.788,1,0.836	0.868,0.495,0.618,0.751,0.726	chrNC_037638.1	+	18906358-18909802	18909693-18909802	18905287-18906260
1394	LOC551647	NA	0.0963087196412	0.182743090218063	0.004	0.935,0.937,0.952,0.982	0.943,0.942,0.974,0.933,0.947	chrNC_037638.1	+	19137302-19137430	19137306-19137430	19136777-19136922
1395	LOC408966	NA	1	1	-0.002	1,0.999,0.991,1	1,1,1,0.999,1	chrNC_037645.1	+	7618663-7618924	7618798-7618924	7618259-7618435
1396	LOC551731	NA	1	1	-0.107	0.727,0.74,1,0.552	0.868,NA,1,0.58,1	chrNC_037638.1	-	19300030-19300216	19300030-19300211	19302600-19304296
1397	LOC551731	NA	0.419725827516	0.630055103304573	-0.023	0.413,0.411,0.454,0.454	0.519,0.48,0.381,0.456,0.442	chrNC_037638.1	-	19306944-19307152	19306944-19307134	19307243-19307426
1398	LOC100576709	NA	0.00444471889345	0.0114595710401736	-0.066	1,0.792,1,0.568	1,1,0.821,0.711,1	chrNC_037653.1	-	1700185-1700593	1700185-1700515	1702035-1702476
1399	LOC100576709	NA	0.010474864586	0.0248272667643614	-0.123	1,0.583,1,0.5	1,1,0.8,0.667,1	chrNC_037653.1	-	1700185-1700776	1700185-1700515	1702035-1702476
1400	LOC100576709	NA	0.412868174356	0.622361859525866	0.066	0.429,0.056,1,0.484	0.321,0,1,0.545,0.267	chrNC_037653.1	-	1700185-1700776	1700185-1700593	1702035-1702476
1401	LOC100576709	NA	0.0132689809918	0.0306958789724688	0.219	1,1,1,1	0.18,0.724,1,1,1	chrNC_037653.1	-	1700185-1700593	1700185-1700515	1702245-1702475
1402	LOC107964206	NA	0.159927395282	0.28176446140166	0.011	0.926,0.991,0.958,0.988	1,1,0.896,0.97,0.909	chrNC_037640.1	+	12185936-12188449	12185985-12188449	12173007-12173208
1403	LOC410037	NA	0.00598569527815	0.0150870789566803	-0.069	0.067,0.097,0.071,0.063	0.029,0.092,0.295,0.205,0.095	chrNC_037645.1	-	7794090-7794181	7794090-7794172	7794468-7794527
1405	LOC100577998	NA	0	0	0.554	0.959,1,1,0.974	0.421,0.615,0.515,0.529,0.068	chrNC_037646.1	+	5094253-5094370	5094309-5094370	5093992-5094123
1406	LOC408580	NA	0	0	0.188	0.365,0.363,0.368,0.328	0.141,0.207,0.183,0.151,0.16	chrNC_037638.1	+	19372805-19372993	19372913-19372993	19372603-19372748
1407	LOC408944	NA	0.39149770098	0.594618767874064	-0.033	0.662,0.779,0.58,0.522	0.534,0.724,0.58,0.728,0.78	chrNC_037644.1	+	2737637-2737831	2737640-2737831	2734035-2734148
1408	LOC408944	NA	9.37780963994e-11	7.40901802547306e-10	-0.174	0.321,0.209,0.282,0.242	0.482,0.411,0.408,0.437,0.45	chrNC_037644.1	+	2924340-2924729	2924358-2924729	2902153-2902300
1409	LOC408944	NA	1	1	0.004	1,1,1,1	1,0.981,1,1,1	chrNC_037644.1	+	2930843-2930991	2930861-2930991	2924867-2927050
1410	LOC408944	NA	3.81624731816e-11	3.12469704656616e-10	0.192	0.711,0.691,0.858,0.689	0.579,0.58,0.566,0.53,0.471	chrNC_037644.1	+	2930843-2930991	2930861-2930991	2930246-2930447
1411	LOC410824	NA	0.520251095927	0.747155633791335	-0.027	0.785,0.461,0.347,0.497	0.499,0.642,0.57,0.566,0.471	chrNC_037639.1	+	13891584-13891802	13891588-13891802	13889838-13890087
1412	LOC100576640	NA	1	1	-0.01	1,0.959,1,0.975	1,0.966,1,1,1	chrNC_037646.1	+	6294887-6297667	6294890-6297667	6292464-6292678
1413	LOC410083	NA	0.353447807431	0.548147219800731	-0.003	0.154,0.112,0.089,0.159	0.16,0.13,0.106,0.165,0.094	chrNC_037638.1	-	19337013-19337555	19337013-19337552	19337622-19337757
1414	LOC410083	NA	0	0	-0.249	0.682,0.689,0.613,0.772	0.983,0.969,0.801,0.967,0.972	chrNC_037638.1	-	19337830-19338970	19337830-19338958	19339031-19339219
1415	LOC412117	NA	2.84886970126e-07	1.47182522615765e-06	-0.071	0.115,0.099,0.06,0.166	0.166,0.194,0.178,0.192,0.175	chrNC_037638.1	-	15107898-15108191	15107898-15108179	15108253-15108504
1416	LOC411723	NA	0.109700447381	0.203578714851279	0.015	0.951,0.91,0.908,0.962	0.946,0.904,0.903,0.922,0.912	chrNC_037638.1	+	19792943-19793111	19792955-19793111	19792403-19792563
1417	LOC102654428	NA	1	1	0.375	1,1,0.724,1	0,NA,1,NA,0.667	chrNC_037647.1	+	10798316-10799024	10798479-10799024	10798043-10798181
1419	LOC113218605	NA	0.000533674520103	0.00165907400614961	-0.276	0.198,0.188,0.593,0.586	0.597,0.589,0.815,0.611,0.724	chrNC_037639.1	-	12457832-12458123	12457832-12458048	12458341-12458584
1420	LOC102653613	NA	0.279385380519	0.450955375246319	-0.056	0.333,0.103,0.138,0.374	0.524,0.22,0.207,0.25,0.262	chrNC_037643.1	-	14217550-14218288	14217550-14217706	14218526-14218634
1421	LOC102653613	NA	1	1	0.15	NA,NA,1,0.688	1,0.405,0.797,0.713,0.553	chrNC_037643.1	-	14217550-14218288	14217550-14218285	14218526-14219317
1422	LOC409117	NA	0.512237336479	0.739746276411683	0.005	0.028,0.018,0.02,0.041	0.007,0.018,0.013,0.031,0.042	chrNC_037641.1	+	11905803-11905909	11905813-11905909	11905461-11905708
1423	LOC100576667	NA	0.019928163852	0.0443906832053619	-0.008	0.028,0.019,0.029,0.044	0.053,0.028,0.027,0.031,0.049	chrNC_037642.1	-	9481262-9482190	9481262-9482175	9482261-9482660
1424	RCC1	NA	0.00463700155271	0.01191146692939	-0.086	0.353,0.402,0.215,0.275	0.384,0.413,0.352,0.36,0.478	chrNC_037638.1	-	20145348-20145838	20145348-20145727	20146077-20146160
1425	LOC724660	NA	0.285541236745	0.458154644706051	0.019	0.643,0.701,0.715,0.751	0.735,0.679,0.633,0.698,0.672	chrNC_037644.1	+	10944869-10945045	10944872-10945045	10944490-10944531
1426	LOC724660	NA	0	0	-0.173	0.682,0.666,0.676,0.728	0.888,0.848,0.847,0.845,0.875	chrNC_037644.1	+	10952882-10953091	10952933-10953091	10951614-10951777
1427	LOC102656259	NA	1	1	-0.105	NA,0.434,0.403,0.683	0.769,0.679,0.06,1,0.551	chrNC_037653.1	-	5099480-5099847	5099480-5099802	5099972-5100257
1428	Dop3	NA	0.00417202284195	0.0108184315920815	0.167	0.382,0.295,0.398,0.416	0.219,0.126,0.244,0.272,0.169	chrNC_037646.1	-	10183209-10183684	10183209-10183672	10187975-10188151
1429	Dop3	NA	2.44752577936e-05	9.78286191690935e-05	0.083	1,1,1,0.863	0.846,0.909,0.813,0.95,0.898	chrNC_037646.1	-	10183209-10183672	10183209-10183667	10187975-10188169
1430	Dop3	NA	5.84639767709e-08	3.27737894678365e-07	0.291	1,1,1,0.818	0.622,0.592,0.585,0.878,0.642	chrNC_037646.1	-	10183209-10183684	10183209-10183667	10187975-10188169
1432	Dop3	NA	0.551385206389	0.779096462215471	0.084	0.653,0.513,1,0.872	0.66,0.744,0.761,0.615,0.599	chrNC_037646.1	-	10187975-10188169	10187975-10188151	10192019-10192119
1433	Dop3	NA	1	1	-0.106	1,0.572,NA,1	0.817,1,1,1,1	chrNC_037646.1	-	10187975-10188169	10187975-10188151	10193646-10193898
1434	Dop3	NA	0.156094012073	0.276386645230174	0.067	1,1,1,1	1,1,0.899,0.766,1	chrNC_037646.1	-	10187975-10188169	10187975-10188151	10195666-10195775
1435	LOC100576896	NA	1	1	-0.02	0.92,1,1,1	1,1,1,1,1	chrNC_037639.1	-	2019676-2020155	2019676-2019801	2020521-2020760
1436	LOC100576896	NA	1	1	-0.018	0.929,1,1,1	1,1,1,1,NA	chrNC_037639.1	-	2019676-2020303	2019676-2019801	2020521-2020760
1437	LOC100576896	NA	1	1	0.012	1,0.971,1,1	1,1,0.954,1,0.951	chrNC_037639.1	-	2019676-2020303	2019676-2020155	2020521-2020760
1438	LOC100576896	NA	0.843163272324	1	0.009	0.93,1,1,1	1,1,1,1,0.865	chrNC_037639.1	-	2019676-2020760	2019676-2020155	2021078-2021394
1439	LOC100576896	NA	1	1	0.167	1,1,1,1	0.333,1,1,1,NA	chrNC_037639.1	-	2019676-2020155	2019676-2019801	2021169-2021394
1440	LOC100576896	NA	0.102600600153	0.192614876953936	0.133	1,1,1,1	0.333,1,1,1,1	chrNC_037639.1	-	2019676-2020760	2019676-2019801	2021169-2021394
1442	LOC408877	NA	0.0139470364551	0.0320995677186373	0.096	0.896,0.84,0.805,0.97	0.692,0.843,0.913,0.69,0.77	chrNC_037643.1	+	12024824-12026641	12024827-12026641	11986147-11990031
1443	LOC550664	NA	6.13524838711e-08	3.43218243104994e-07	-0.318	0.362,0.689,0.565,0.727	0.95,0.983,0.965,0.725,0.896	chrNC_037639.1	+	10171705-10171947	10171766-10171947	10170696-10171151
